,fire_name,veg_label
14955,MILLS SPRINGS,Polar Desert/Rock/Ice
14956,LIAR FIRE,Other
14957,FY2013-COOK-020,Open Shrubland
14969,ROYAL FIRE,Open Shrubland
14980,FY2002-GORDON-038,Secondary Tropical Evergreen Broadleaf Forest
14990,BUFFALO,Polar Desert/Rock/Ice
14991,COW CREEK,Polar Desert/Rock/Ice
14997,WILDHORSE,Temperate Evergreen Needleleaf Forest TmpENF
15010,TREAD FIRE,Secondary Tropical Evergreen Broadleaf Forest
15014,FRUIT STAND FIRE,Polar Desert/Rock/Ice
15021,FRANCIS,Secondary Tropical Evergreen Broadleaf Forest
15024,HAZEL,Other
15032,HATCHET CREEK HUNT CLUB (01),Open Shrubland
15045,BIG MARY,Polar Desert/Rock/Ice
15047,HEDGECOTH ROAD FIRE,Other
15061,BLANCHARD LAKE,Polar Desert/Rock/Ice
15073,JACOBS ROAD,Polar Desert/Rock/Ice
15079,CHANCE BAY  (67),Open Shrubland
15082,10345,Secondary Tropical Evergreen Broadleaf Forest
15088,HIGGINS FIRE,Polar Desert/Rock/Ice
15091,STOP HOLLOW,Other
15093,NATIONAL GUARD ROAD,Polar Desert/Rock/Ice
15094,BETWEEN,Secondary Tropical Evergreen Broadleaf Forest
15095,164,Open Shrubland
15096,PFF,Other
15103,RUSSON DR.,Polar Desert/Rock/Ice
15104,EQUINE,Polar Desert/Rock/Ice
15110,GILLETTE,Secondary Tropical Evergreen Broadleaf Forest
15115,RAVINES FIRE,Polar Desert/Rock/Ice
15125,CREEP,Polar Desert/Rock/Ice
15126,LONG LAKE,Polar Desert/Rock/Ice
15137,FY2014-LAURENS-111,Open Shrubland
15138,BO SHEPARD,Secondary Tropical Evergreen Broadleaf Forest
15152,RL 313,Polar Desert/Rock/Ice
15153,WALKER,Polar Desert/Rock/Ice
15164,MONTMORENCY #1,C3 Grassland/Steppe
15170,4-BALES,C3 Grassland/Steppe
15178,CAN CREEK #2,Polar Desert/Rock/Ice
15181,COLD SPRING,Polar Desert/Rock/Ice
15191,88,Polar Desert/Rock/Ice
15197,LNU HOUGH,Other
15198,JAKE'S MOUNTAIN FIRE,Other
15201,ROCK CREEK,Polar Desert/Rock/Ice
15202,SIGN 3,Other
15205,RL047,Polar Desert/Rock/Ice
15211,UPPER,Secondary Tropical Evergreen Broadleaf Forest
15212,UPTON,Polar Desert/Rock/Ice
15215,RIVER ROAD,C3 Grassland/Steppe
15216,BUTLER RD FIRE,Secondary Tropical Evergreen Broadleaf Forest
15217,SANDHILL,Polar Desert/Rock/Ice
15220,7040,Open Shrubland
15221,1122,Secondary Tropical Evergreen Broadleaf Forest
15225,83RD,Secondary Tropical Evergreen Broadleaf Forest
15228,BROWNRANCH,Polar Desert/Rock/Ice
15234,RED LAKE 263,Polar Desert/Rock/Ice
15235,20177,Polar Desert/Rock/Ice
15239,465,Desert
15241,BLACKJACK,Open Shrubland
15254,IVY,Secondary Tropical Evergreen Broadleaf Forest
15263,READ,Secondary Tropical Evergreen Broadleaf Forest
15265,CHURCH,Secondary Tropical Evergreen Broadleaf Forest
15272,TOMS CANYON,Other
15274,LA VERKIN,Other
15280,RED HILL,Polar Desert/Rock/Ice
15282,FY2003-HOUSTON-001,Open Shrubland
15291,LINDEN - 124,Open Shrubland
15300,HAWLEY,Temperate Evergreen Needleleaf Forest TmpENF
15308,RED LAKE 192,Polar Desert/Rock/Ice
15314,N ELMER CT,Polar Desert/Rock/Ice
15318,LINDEN - 13,Secondary Tropical Evergreen Broadleaf Forest
15340,ANGUS,Polar Desert/Rock/Ice
15347,SCOTT SIDE,Polar Desert/Rock/Ice
15351,MILL CREEK,Polar Desert/Rock/Ice
15358,MYRON,Polar Desert/Rock/Ice
15363,A0807003,Temperate Evergreen Needleleaf Forest TmpENF
15372,FY2002-CANDLER-061,Open Shrubland
15382,MARIO # 2,Polar Desert/Rock/Ice
15385,HORSESHOE,Polar Desert/Rock/Ice
15391,CRATER,Other
15395,FY2002-CHATTAHOOCHEE-010,Open Shrubland
15407,RINCON 4,Secondary Tropical Evergreen Broadleaf Forest
15414,BENS LANE,Other
15417,HENDERSON - 046,Open Shrubland
15418,AGENCY CK.,C3 Grassland/Steppe
15424,SLAUGHTER,Other
15427,7RIVERS,Open Shrubland
15435,HANS FIRE,C3 Grassland/Steppe
15436,ROCKYRIDGE,C3 Grassland/Steppe
15437,SANFORDRX,Polar Desert/Rock/Ice
15438,CRAIG PT,Other
15440,CAMP,Polar Desert/Rock/Ice
15441,OGEECHEE,Other
15443,CORAL,Other
15454,FY2014-TREUTLEN-036,Open Shrubland
15456,STRADER,Other
15457,FY2012-GLASCOCK-013,Secondary Tropical Evergreen Broadleaf Forest
15464,RHODES LAKE,Secondary Tropical Evergreen Broadleaf Forest
15473,PUMPERNICK,Polar Desert/Rock/Ice
15477,ROCK SPRINGS #2,Other
15485,CHUN LEE,Polar Desert/Rock/Ice
15488,HAGER SPRINGS,C3 Grassland/Steppe
15490,MORNING FOG,C3 Grassland/Steppe
15493,WEST,C3 Grassland/Steppe
15496,RL012,Polar Desert/Rock/Ice
15503,SANDS,Polar Desert/Rock/Ice
15508,FY2011-BULLOCH-129,Open Shrubland
15509,ALLANSON,Other
15513,BAR CREEK,Polar Desert/Rock/Ice
15517,BASE,Polar Desert/Rock/Ice
15519,RUTH CREEK,Polar Desert/Rock/Ice
15520,I5  S/ CANYON RD,Other
15528,CEMETARY,Open Shrubland
15534,63 SOUTH,Open Shrubland
15537,SOUTH POINT,C3 Grassland/Steppe
15540,FY2011-GLASCOCK-010,Secondary Tropical Evergreen Broadleaf Forest
15541,10527,Secondary Tropical Evergreen Broadleaf Forest
15551,HOLCOMB,C3 Grassland/Steppe
15554,LOZEAU 2,Polar Desert/Rock/Ice
15556,RL280,Polar Desert/Rock/Ice
15557,HORSE,Polar Desert/Rock/Ice
15559,NOBODY,Polar Desert/Rock/Ice
15569,FY2002-GLYNN-001,Open Shrubland
15575,140,Temperate Evergreen Needleleaf Forest TmpENF
15576,FY2012-JENKINS-002,Open Shrubland
15578,R/RLADD SPRINGS,Polar Desert/Rock/Ice
15581,CONVICT,Secondary Tropical Evergreen Broadleaf Forest
15596,STONEY RIDGE,Polar Desert/Rock/Ice
15602,SPRAKER,Other
15611,WEED,Polar Desert/Rock/Ice
15612,PORTAL,Other
15615,CAMPBELL,Secondary Tropical Evergreen Broadleaf Forest
15621,SPORTSMEN,Secondary Tropical Evergreen Broadleaf Forest
15629,BIRDSPRINGS 1,Polar Desert/Rock/Ice
15634,BOUNDARY,Secondary Tropical Evergreen Broadleaf Forest
15637,BUCKHORN,Polar Desert/Rock/Ice
15643,RL466,Polar Desert/Rock/Ice
15644,HILLISPEAK,Temperate Evergreen Needleleaf Forest TmpENF
15648,BLACK RIVER FALLS CO-OP 1,Polar Desert/Rock/Ice
15649,9143,Open Shrubland
15650,6204,Open Shrubland
15653,WARDEN FIRE,C3 Grassland/Steppe
15654,CRAMPTON,Other
15664,BISCARA,Other
15674,SALT SPRINGS,Secondary Tropical Evergreen Broadleaf Forest
15675,DRY CREEK,Other
15677,MAPLE,Secondary Tropical Evergreen Broadleaf Forest
15689,HIGHWAY,Secondary Tropical Evergreen Broadleaf Forest
15692,THOUSAINDAIRE,Other
15694,IDLEWILD,Other
15696,FY2014-JENKINS-013,Open Shrubland
15698,MM109 I84,Temperate Evergreen Needleleaf Forest TmpENF
15700,CREAM CAN,Temperate Evergreen Needleleaf Forest TmpENF
15711,JOHNSON,Polar Desert/Rock/Ice
15716,CENTER,Other
15725,6227,Secondary Tropical Evergreen Broadleaf Forest
15727,FY2013-HANCOCK-017,Secondary Tropical Evergreen Broadleaf Forest
15728,SCOTT HALL,Other
15735,WINDING STAIR 4,Secondary Tropical Evergreen Broadleaf Forest
15739,NEW HOPE RD.,Other
15741,RL 171,Polar Desert/Rock/Ice
15744,HOMESTEAD FARM RD,Other
15746,CHITTY,Secondary Tropical Evergreen Broadleaf Forest
15753,POWER,C3 Grassland/Steppe
15765,FY2014-TATTNALL-004,Open Shrubland
15769,COYOTE,Polar Desert/Rock/Ice
15773,GRIFFIN,Other
15775,PYBURN LN,Other
15778,POWELLSVILLE,Other
15790,STRONG,Secondary Tropical Evergreen Broadleaf Forest
15793,FY2011-CHARLTON-090,Open Shrubland
15799,MULE FIRE,Temperate Evergreen Needleleaf Forest TmpENF
15810,WORK CENTER,Polar Desert/Rock/Ice
15817,MANNING,Polar Desert/Rock/Ice
15818,RIVER BEND,Other
15822,MAPLETON,Polar Desert/Rock/Ice
15828,KISWASH,Polar Desert/Rock/Ice
15834,7.72014E+12,Open Shrubland
15835,FM 96-10,Secondary Tropical Evergreen Broadleaf Forest
15842,LITTLE FLATS,C3 Grassland/Steppe
15863,COLD SPRINGS,C3 Grassland/Steppe
15866,JOE MOSES,Polar Desert/Rock/Ice
15875,NEAL,Other
15883,DEER CREEK,Polar Desert/Rock/Ice
15886,BUTCHER,Secondary Tropical Evergreen Broadleaf Forest
15887,FY2011-BIBB-009,Open Shrubland
15891,BOO11181735,Other
15909,1.57201E+13,Open Shrubland
15910,GREEK SPRING,Polar Desert/Rock/Ice
15911,TH1702,Polar Desert/Rock/Ice
15919,LENA,Secondary Tropical Evergreen Broadleaf Forest
15927,FY2012-COFFEE-037,Open Shrubland
15930,ROCK MESA,Other
15934,TIOCANO,Open Shrubland
15944,FRALEY ACRES,Polar Desert/Rock/Ice
15947,RUBBLE,Polar Desert/Rock/Ice
15956,POISON SPRING,Polar Desert/Rock/Ice
15957,SADDLE,Secondary Tropical Evergreen Broadleaf Forest
15958,DONALDSON TRACK (1),Open Shrubland
15962,FY2002-WAYNE-061,Open Shrubland
15965,THUNDERBOLT,Secondary Tropical Evergreen Broadleaf Forest
15967,SLEEPER,Other
15968,ADAMS ROAD MULTIPLE,Secondary Tropical Evergreen Broadleaf Forest
15971,FIRST NOTCH,Other
15974,GARRETT DRIVE FIRE,Secondary Tropical Evergreen Broadleaf Forest
15980,FY2012-CHARLTON-012,Open Shrubland
15982,UINTARIVR2,Desert
15986,PINE GATE,Polar Desert/Rock/Ice
15994,SLOP,Other
16005,HOMER DRIVE,Secondary Tropical Evergreen Broadleaf Forest
16010,FLAG,C3 Grassland/Steppe
16011,STATION FIRE,Secondary Tropical Evergreen Broadleaf Forest
16013,FY2011-POLK-079,Secondary Tropical Evergreen Broadleaf Forest
16040,WILLIAMS BAY  (23),Open Shrubland
16048,HAMS RIDGE,C3 Grassland/Steppe
16063,LINDEN - 6085,Open Shrubland
16069,FY2003-BRYAN NORTH-003,Open Shrubland
16074,COPPER (36),Open Shrubland
16077,LONG,Secondary Tropical Evergreen Broadleaf Forest
16078,FY2011-WORTH-083,Open Shrubland
16089,FY2012-CANDLER-020,Open Shrubland
16090,COFFEE,Other
16096,COUNCIL HOLLOW,Other
16105,RUBICON,Polar Desert/Rock/Ice
16107,ELK,Polar Desert/Rock/Ice
16112,FY2002-LEE-015,Open Shrubland
16113,BAITCAMP,Open Shrubland
16114,SHEEP#4,Polar Desert/Rock/Ice
16115,FY2000-WAYNE-104,Open Shrubland
16118,ACOMA #2,Secondary Tropical Evergreen Broadleaf Forest
16124,151,Other
16125,PINTO,Other
16128,MILL CREEK,Polar Desert/Rock/Ice
16132,4 CORNERS #2,Polar Desert/Rock/Ice
16137,BLAIR,Other
16138,LAVATO,C3 Grassland/Steppe
16141,HOMEBOY,Secondary Tropical Evergreen Broadleaf Forest
16144,COAL LICK,Other
16146,11-000142,C3 Grassland/Steppe
16148,SHORT,C3 Grassland/Steppe
16153,NORTHMARSH,Temperate Evergreen Needleleaf Forest TmpENF
16157,TOLIVER,Polar Desert/Rock/Ice
16160,NORLAND4N,Temperate Evergreen Needleleaf Forest TmpENF
16162,KENNETH RAY,Desert
16165,STEVENS,Polar Desert/Rock/Ice
16168,FY2002-WALKER-062,Secondary Tropical Evergreen Broadleaf Forest
16172,RL374,Polar Desert/Rock/Ice
16175,CLARK,Polar Desert/Rock/Ice
16176,LINCOLN 2,Secondary Tropical Evergreen Broadleaf Forest
16181,BOONE TRL,Secondary Tropical Evergreen Broadleaf Forest
16182,EC20501,Secondary Tropical Evergreen Broadleaf Forest
16183,COMPLEX 4,Polar Desert/Rock/Ice
16187,BIG BOTTOM,Desert
16194,1.15201E+13,Secondary Tropical Evergreen Broadleaf Forest
16206,BERRY,Polar Desert/Rock/Ice
16209,SELAWIK RIVER,Other
16213,WAGONTONGUE,Secondary Tropical Evergreen Broadleaf Forest
16216,TRIMBLE,Polar Desert/Rock/Ice
16218,MODOC POINT,C3 Grassland/Steppe
16219,LONG CANYON,Polar Desert/Rock/Ice
16223,12_4168,C3 Grassland/Steppe
16230,ALAFIA RIVER STATE PARK (29),Open Shrubland
16231,HWY 700 FIRE,Other
16232,DELORES ROAD (57),Open Shrubland
16238,FY2011-MILLER-047,Open Shrubland
16240,MILL CREEK,Other
16241,LITTLE EGYPT,Polar Desert/Rock/Ice
16242,HIGHLINE,Open Shrubland
16244,DAY AFTER FIRE 1,Other
16251,GOAT'S MILK,Polar Desert/Rock/Ice
16254,UNNAMED FIRE 0547,Polar Desert/Rock/Ice
16260,SCUDBUSTER,Polar Desert/Rock/Ice
16261,6117,Open Shrubland
16265,MILL CREEK,Other
16271,BART,Secondary Tropical Evergreen Broadleaf Forest
16279,STARSHIP,Open Shrubland
16280,UNNAMED FIRE 0524,Polar Desert/Rock/Ice
16281,ALAMOS,Secondary Tropical Evergreen Broadleaf Forest
16285,FY2011-BURKE-025,Secondary Tropical Evergreen Broadleaf Forest
16286,FY2015-DECATUR-024,Open Shrubland
16296,TIMBER-LANE,Secondary Tropical Evergreen Broadleaf Forest
16304,COCOPAH,Open Shrubland
16305,SPRING,Other
16313,SHAKTOOLIK RIVER,Other
16318,PONY FARM FIRE,Polar Desert/Rock/Ice
16327,7.52014E+12,Open Shrubland
16332,SLASHER,Polar Desert/Rock/Ice
16342,IRVINE FLATS,Polar Desert/Rock/Ice
16348,PANCAKE,Other
16353,RL123,Polar Desert/Rock/Ice
16354,MIWENI,Secondary Tropical Evergreen Broadleaf Forest
16355,KINI,C3 Grassland/Steppe
16357,PICABO,C3 Grassland/Steppe
16362,LIZZY CYN2,C3 Grassland/Steppe
16364,ANDERSON BEND ROADSIDE FIRE,Other
16366,NE 30256,Other
16368,CARDBOARD FIRE,Polar Desert/Rock/Ice
16370,OTA 83,C3 Grassland/Steppe
16372,ARROYO,Other
16373,TREE HOUSE,Polar Desert/Rock/Ice
16374,RED LAKE 186,Polar Desert/Rock/Ice
16384,DUST(05),Open Shrubland
16386,30266,Polar Desert/Rock/Ice
16387,FY2011-TATTNALL-052,Open Shrubland
16389,30434,Polar Desert/Rock/Ice
16393,FOUR MILE,Polar Desert/Rock/Ice
16394,10DIAMOND,Secondary Tropical Evergreen Broadleaf Forest
16397,DECOY FIRE,Polar Desert/Rock/Ice
16405,CANE GAP FIRE,Other
16409,MATHEWS2,Secondary Tropical Evergreen Broadleaf Forest
16416,D LINE,C3 Grassland/Steppe
16420,CLAYTON,Other
16426,FY2011-PAULDING-038,Secondary Tropical Evergreen Broadleaf Forest
16429,FERRIS,C3 Grassland/Steppe
16440,FY2014-WARREN-015,Secondary Tropical Evergreen Broadleaf Forest
16454,FY2011-MCINTOSH-044,Open Shrubland
16456,HILL,Secondary Tropical Evergreen Broadleaf Forest
16457,JOHNSON,Other
16461,30447,Polar Desert/Rock/Ice
16465,SKIP JACK,Secondary Tropical Evergreen Broadleaf Forest
16468,LITTLE COTTONWOOD,Polar Desert/Rock/Ice
16480,"17375 THOMPTON RD, AL",Open Shrubland
16482,SIMMONS PIT (57),Open Shrubland
16483,TRAVIS CREEK,Polar Desert/Rock/Ice
16486,STINKY,Polar Desert/Rock/Ice
16491,OTA 60,C3 Grassland/Steppe
16493,BONGO FIRE,Polar Desert/Rock/Ice
16499,MOUNTAIN RD,Polar Desert/Rock/Ice
16508,KWIK RIVER,Other
16509,HORIZON,Other
16511,TIRE,Open Shrubland
16513,HONDA HILL,Polar Desert/Rock/Ice
16521,FY2002-CHATTAHOOCHEE-016,Open Shrubland
16526,MORGAN RAN,Polar Desert/Rock/Ice
16532,RED,Secondary Tropical Evergreen Broadleaf Forest
16542,PONDEROSA,C3 Grassland/Steppe
16543,KELLOG,Other
16548,FY2014-LINCOLN-004,Secondary Tropical Evergreen Broadleaf Forest
16550,BOWKER,Polar Desert/Rock/Ice
16567,HARRISON ASSIST,Desert
16569,CASEY POND,C3 Grassland/Steppe
16573,SOUTH WESLEYAN BLVD.,Polar Desert/Rock/Ice
16577,WOODVILLE - 59,Open Shrubland
16579,53 POYNER ROAD SOUTH,Open Shrubland
16580,SCATTERED WILLOW,Polar Desert/Rock/Ice
16581,NUMBER 6,C3 Grassland/Steppe
16585,IRON PIN,Polar Desert/Rock/Ice
16589,PARKER RIDGE,Polar Desert/Rock/Ice
16592,LIGHTNING,Polar Desert/Rock/Ice
16596,TWIN POND,Polar Desert/Rock/Ice
16601,QUAIL,Secondary Tropical Evergreen Broadleaf Forest
16603,S HWY 29   KELSEYVILLE,Other
16604,TORREON,Polar Desert/Rock/Ice
16613,POWER LINE,Other
16616,WHISKEY,Secondary Tropical Evergreen Broadleaf Forest
16617,ALLAN,Polar Desert/Rock/Ice
16620,LITTLE GRIDER,Polar Desert/Rock/Ice
16626,HENDERSON - 028,Open Shrubland
16627,FY2011-FLOYD-105,Secondary Tropical Evergreen Broadleaf Forest
16628,WARM SPRINGS RIDGE,Other
16633,IBAPAH,Desert
16637,OLD SCHOOL,C3 Grassland/Steppe
16646,JACK TAR 3,Other
16648,NUMBER 2 ROAD (35),Open Shrubland
16651,TURKEY POINT WEST (13),Open Shrubland
16658,FY2011-LAURENS-133,Open Shrubland
16664,FY2001-JASPER-027,Secondary Tropical Evergreen Broadleaf Forest
16674,GOBBLER'S KNOB,Polar Desert/Rock/Ice
16675,CARTER SPRINGS,Other
16683,FY2000-GORDON-045,Secondary Tropical Evergreen Broadleaf Forest
16694,SLATE,Other
16698,TRAILEE,Other
16701,CHINATOWN2,Secondary Tropical Evergreen Broadleaf Forest
16707,FY2014-CRAWFORD-010,Open Shrubland
16708,8048,Open Shrubland
16717,JACOB,Other
16723,HENDERSON - 108,Open Shrubland
16724,MOON,Polar Desert/Rock/Ice
16725,GATE,Open Shrubland
16730,HOLMES,Open Shrubland
16731,CLEAR,Polar Desert/Rock/Ice
16735,SMOKE CREEK,Polar Desert/Rock/Ice
16741,KNUTESON CREEK FIRE,Polar Desert/Rock/Ice
16750,SACATE,Secondary Tropical Evergreen Broadleaf Forest
16758,BARREDA GARDEN,Open Shrubland
16763,BOWL,C3 Grassland/Steppe
16764,UPPER BOX DEATH,Other
16767,BUCKMAN(54),Open Shrubland
16768,N. SUMMIT 1,Polar Desert/Rock/Ice
16770,FY2015-UPSON-015,Open Shrubland
16777,SHARP CEMETARY,Polar Desert/Rock/Ice
16778,HOLY ELK,Polar Desert/Rock/Ice
16783,LIVINGSTON - 377,Open Shrubland
16800,BOBCAT,Polar Desert/Rock/Ice
16808,05-10-THUNDER ROAD FIRE-2011-07-0183,Open Shrubland
16816,14022,Other
16819,FY2013-COLQUITT-030,Open Shrubland
16823,DELONEGHA,Polar Desert/Rock/Ice
16826,GUN RANGE,Polar Desert/Rock/Ice
16829,WORTHAM,Open Shrubland
16834,BUCK,C3 Grassland/Steppe
16837,TUCKER,Other
16842,DOG TOWN COMPLEX,Open Shrubland
16851,SWEET WELL,Other
16852,THOMAS,Polar Desert/Rock/Ice
16854,ZODIAC 3,Polar Desert/Rock/Ice
16856,LIVINGSTON - 90,Open Shrubland
16863,DIXIE,Other
16864,SOLADAD LANE,Polar Desert/Rock/Ice
16865,JONES PRARIE,C3 Grassland/Steppe
16873,CREW CREEK,C3 Grassland/Steppe
16878,WALDO,Polar Desert/Rock/Ice
16882,SPUR CAP,Other
16887,FY2014-TATTNALL-016,Open Shrubland
16891,FY2013-BERRIEN-008,Open Shrubland
16899,FY2000-WILKINSON-042,Open Shrubland
16909,FY2011-BURKE-030,Secondary Tropical Evergreen Broadleaf Forest
16922,PIERCE IC,Secondary Tropical Evergreen Broadleaf Forest
16924,MEADOW VALLEY,Other
16927,LOOP FENCE,Polar Desert/Rock/Ice
16933,FY2002-LONG-013,Open Shrubland
16934,FY2011-MONROE-011,Open Shrubland
16939,MEED LAKE,Polar Desert/Rock/Ice
16942,BASELINE,C3 Grassland/Steppe
16943,PETEGAINES,Secondary Tropical Evergreen Broadleaf Forest
16944,IRON HOUSE,Open Shrubland
16945,COCKS COMB,Other
16950,VULCAN,Other
16955,MONTURA RESERVOIR (26),Open Shrubland
16958,ASPEN,Secondary Tropical Evergreen Broadleaf Forest
16961,KINGSBURY,Polar Desert/Rock/Ice
16966,T KING,Polar Desert/Rock/Ice
16978,FY2014-LAURENS-049,Open Shrubland
16984,ONE SPOT (62) - 0204,Open Shrubland
16990,OLDKENTON,Secondary Tropical Evergreen Broadleaf Forest
16993,561EMAKER3,Polar Desert/Rock/Ice
16994,MARSH FORK,Other
17000,TRAIL CREEK,C3 Grassland/Steppe
17001,STILLWATER,Other
17009,26TH STREET,Polar Desert/Rock/Ice
17012,20151,Secondary Tropical Evergreen Broadleaf Forest
17014,HILL,Secondary Tropical Evergreen Broadleaf Forest
17032,ZIERS,Polar Desert/Rock/Ice
17033,PRETTY BUTTE,C3 Grassland/Steppe
17039,FY2011-BACON-070,Open Shrubland
17043,WINDMILL,Open Shrubland
17048,NOTCH,Polar Desert/Rock/Ice
17052,RBC - CORRAL LAKE,Polar Desert/Rock/Ice
17060,DUNHAM CREEK,Polar Desert/Rock/Ice
17061,LINDEN - 6014,Secondary Tropical Evergreen Broadleaf Forest
17062,201031,Other
17068,CTR 2,Other
17082,1.23201E+13,Open Shrubland
17086,COURT2,Secondary Tropical Evergreen Broadleaf Forest
17092,165,Polar Desert/Rock/Ice
17093,CYPRESS TREE FIRE,Secondary Tropical Evergreen Broadleaf Forest
17098,MARION MANN ROAD  (12),Open Shrubland
17102,138,Other
17106,7013,Open Shrubland
17123,020 EARLY MORNING,Open Shrubland
17127,MCKITTRICK,Open Shrubland
17128,RED MESA NHA,Polar Desert/Rock/Ice
17134,FY2015-TALIAFERRO-004,Secondary Tropical Evergreen Broadleaf Forest
17135,123,Polar Desert/Rock/Ice
17137,LYNNFIELD,Temperate Evergreen Needleleaf Forest TmpENF
17140,DENVER,C3 Grassland/Steppe
17143,HORSETAIL,Polar Desert/Rock/Ice
17148,CARIBOU,Polar Desert/Rock/Ice
17151,FY2012-SUMTER-015,Open Shrubland
17152,CAMPBELL,Desert
17159,BOG LAKE,Polar Desert/Rock/Ice
17162,OCKLAWAHA CREEK (20),Open Shrubland
17174,CATCLAW,Other
17176,JOY(54),Open Shrubland
17180,BOMBING RANGE 1,Open Shrubland
17182,CHURCH (54),Open Shrubland
17186,BIG BANG,Polar Desert/Rock/Ice
17188,BEAVER CREEK,Other
17190,BURTON,Other
17194,10 MILE,Secondary Tropical Evergreen Broadleaf Forest
17197,SLOAN,Open Shrubland
17198,TURKEY PEN,Open Shrubland
17200,RILEY STREET,Polar Desert/Rock/Ice
17202,RED LAKE 546,Polar Desert/Rock/Ice
17203,MIL632910,Secondary Tropical Evergreen Broadleaf Forest
17209,RON,Secondary Tropical Evergreen Broadleaf Forest
17213,WHITMAN PASTURE FIRE,Polar Desert/Rock/Ice
17223,CAMPBELL  4,Polar Desert/Rock/Ice
17229,UPPER COON HOLLOW,Other
17231,MACK DAIRY (50),Open Shrubland
17237,HOUGH1,C3 Grassland/Steppe
17238,ORPHANGE,C3 Grassland/Steppe
17243,HENRY MILLS,Polar Desert/Rock/Ice
17250,MCINT5,Polar Desert/Rock/Ice
17256,DISPATCH,Polar Desert/Rock/Ice
17262,MCNEELY LANE #2,C3 Grassland/Steppe
17267,OLD GILEAD ROAD,Polar Desert/Rock/Ice
17272,RL129,Polar Desert/Rock/Ice
17275,ARROWHEAD,Secondary Tropical Evergreen Broadleaf Forest
17279,FY2013-BEN HILL-038,Open Shrubland
17282,WASTE SITE,Polar Desert/Rock/Ice
17284,FY2001-CARROLL-020,Secondary Tropical Evergreen Broadleaf Forest
17289,PIUTE,Polar Desert/Rock/Ice
17298,TWIN SPAN,Open Shrubland
17303,403,Secondary Tropical Evergreen Broadleaf Forest
17305,DODGE,Secondary Tropical Evergreen Broadleaf Forest
17308,DEVIL'S WELL,Other
17315,PERRY,Polar Desert/Rock/Ice
17318,SEPTIC FIRE,C3 Grassland/Steppe
17322,BOWMAN,Other
17323,FY2015-RICHMOND-003,Secondary Tropical Evergreen Broadleaf Forest
17327,FIELD,Other
17329,SCOTT POINT,Secondary Tropical Evergreen Broadleaf Forest
17330,REDFORD,Polar Desert/Rock/Ice
17334,BLACK FORK,Other
17346,RANCH,Other
17349,792,Secondary Tropical Evergreen Broadleaf Forest
17350,RENICK,Other
17351,AHORN,Polar Desert/Rock/Ice
17355,MS1806,Polar Desert/Rock/Ice
17358,LAGUNA FOREST FIRE (18),Open Shrubland
17369,ONE TOE,Other
17379,MONA RES,Other
17383,RR 1,Polar Desert/Rock/Ice
17385,7059,Open Shrubland
17392,DYLAN,C3 Grassland/Steppe
17393,WEST RIM,Polar Desert/Rock/Ice
17394,MEADOW CREEK,Other
17401,TROUT CREEK,Other
17404,688,Other
17411,MEADOW,C3 Grassland/Steppe
17421,DUG BAR RANCH,Polar Desert/Rock/Ice
17425,AIMES,Polar Desert/Rock/Ice
17433,ANTELOPE,Other
17445,COLINA,Secondary Tropical Evergreen Broadleaf Forest
17463,KINKO,Polar Desert/Rock/Ice
17464,BOTONE 5,Polar Desert/Rock/Ice
17469,MP271.5,Polar Desert/Rock/Ice
17470,DILTS/DORR/ERWIN #1,C3 Grassland/Steppe
17481,0368 TEN MILE CANYON,Polar Desert/Rock/Ice
17482,FY2000-TERRELL-028,Open Shrubland
17490,GOWER RD,Polar Desert/Rock/Ice
17510,NIPPER,Polar Desert/Rock/Ice
17513,4-MILE RD.,Secondary Tropical Evergreen Broadleaf Forest
17517,TABLE MOUNTAIN,C3 Grassland/Steppe
17527,FORBIDDEN,Other
17537,ALEX CK,Other
17540,LONER,C3 Grassland/Steppe
17541,10350,Secondary Tropical Evergreen Broadleaf Forest
17545,SUNDUST,Secondary Tropical Evergreen Broadleaf Forest
17557,BIG SIGN,C3 Grassland/Steppe
17559,LIVINGSTON - 70,Open Shrubland
17561,COVE LAKE #2,Secondary Tropical Evergreen Broadleaf Forest
17563,LARRY,Secondary Tropical Evergreen Broadleaf Forest
17564,SUMMIT,Polar Desert/Rock/Ice
17565,POZO,Polar Desert/Rock/Ice
17589,12 MILE,C3 Grassland/Steppe
17594,SYCAMORE#8,Other
17598,OMO,Other
17601,FY2002-WAYNE-090,Open Shrubland
17603,PARKSIDE TOWN COMMONS,Polar Desert/Rock/Ice
17606,PLAYOFF,Polar Desert/Rock/Ice
17609,MP 230.7,Secondary Tropical Evergreen Broadleaf Forest
17610,FY2013-POLK-056,Secondary Tropical Evergreen Broadleaf Forest
17617,WS,Secondary Tropical Evergreen Broadleaf Forest
17624,LINDEN - 112,Open Shrubland
17625,LAGOON E,Polar Desert/Rock/Ice
17626,CRYSTAL,Other
17627,WATERTANK,Secondary Tropical Evergreen Broadleaf Forest
17639,MAGIC,Polar Desert/Rock/Ice
17642,VALLELUNGA,Other
17643,DEJA VU STRIKE,Open Shrubland
17648,CLA16644180,Secondary Tropical Evergreen Broadleaf Forest
17660,POTTER,Polar Desert/Rock/Ice
17665,FY2002-BRANTLEY-018,Open Shrubland
