,fire_name,fire_size,stat_cause_descr,latitude,longitude,state,discovery_month,putout_time,year
3450,WHITMAN PASTURE FIRE,3.0,Missing/Undefined,35.2472,-79.10305,NC,Mar,0,2011
3451,CAMPBELL  4,60.0,Arson,41.0297,-123.6511,CA,Sep,1 days 00:00:00.000000000,2012
3452,UPPER COON HOLLOW,2.04,Arson,37.65,-90.80083333,MO,Feb,0,2005
3453,MACK DAIRY (50),17.0,Lightning,26.9527,-80.2194,FL,Apr,0,2013
3454,HOUGH1,0.75,Fireworks,42.077649,-89.491724,IL,Apr,0,2014
3455,ORPHANGE,1.6,Powerline,43.1039,-100.7719,SD,Mar,0,2007
3456,HENRY MILLS,2.0,Equipment Use,41.63583333,-79.01583333,PA,Apr,1 days 00:00:00.000000000,2009
3457,MCINT5,10.0,Lightning,45.8364,-101.3499,SD,Jul,0,2000
3458,DISPATCH,82.0,Lightning,47.8,-101.9004,ND,May,0,1999
3459,MCNEELY LANE #2,1.87,Debris Burning,43.12639,-124.17194,OR,Oct,0,2014
3460,OLD GILEAD ROAD,3.5,Arson,35.40781667,-80.90951667,NC,Mar,0,2013
3461,RL129,2.0,Miscellaneous,47.8742,-94.9094,MN,Apr,1 days 00:00:00.000000000,2005
3462,ARROWHEAD,4.0,Lightning,33.6334,-110.2698,AZ,Aug,1 days 00:00:00.000000000,2003
3463,FY2013-BEN HILL-038,2.46,Debris Burning,31.68708611,-83.14663889,GA,Mar,0,2013
3464,WASTE SITE,1.0,Children,48.1058,-105.18,MT,May,0,2007
3465,FY2001-CARROLL-020,1.2,Debris Burning,33.7616,-85.0009,GA,Dec,0,2000
3466,PIUTE,12.0,Miscellaneous,35.4633,-118.5284,CA,Jul,1 days 00:00:00.000000000,2004
3467,TWIN SPAN,1.0,Arson,30.148888800000005,-89.86333333,LA,Nov,0,2001
3468,403,1.1,Arson,34.79222222,-94.22361111,AR,Jul,0,2008
3469,DODGE,2.0,Equipment Use,34.18628,-112.13308,AZ,Jul,0,2000
3470,DEVIL'S WELL,332.0,Arson,37.3919,-91.4955,MO,Feb,0,2007
3471,PERRY,0.8,Arson,44.96666749,-67.06666632,ME,May,0,1993
3472,SEPTIC FIRE,1.79,Debris Burning,45.47165,-90.97648,WI,Mar,0,2015
3473,BOWMAN,212.0,Lightning,39.60583333,-122.6658333,CA,Sep,6 days 00:00:00.000000000,2003
3474,FY2015-RICHMOND-003,5.01,Smoking,33.26025833,-82.0972,GA,Aug,1 days 00:00:00.000000000,2014
3475,FIELD,8.0,Arson,36.3147,-94.8783,OK,Mar,0,2005
3476,SCOTT POINT,11.0,Lightning,34.25861111,-110.3497222,AZ,Jul,16 days 00:00:00.000000000,2014
3477,REDFORD,1.0,Arson,47.798,-102.6822,ND,Sep,0,2006
3478,BLACK FORK,5.0,Debris Burning,38.82777778,-82.59416667,OH,Mar,0,2005
3479,RANCH,5283.0,Equipment Use,37.3622,-113.2636,UT,Jul,6 days 00:00:00.000000000,2006
3480,792,103.0,Miscellaneous,34.65129441,-88.76262262,MS,Oct,0,2015
3481,RENICK,30.0,Debris Burning,38.02955052,-80.33723448,WV,Apr,0,2002
3482,AHORN,52505.0,Lightning,47.53,-113.04666670000002,MT,Jul,141 days 00:00:00.000000000,2007
3483,MS1806,15.0,Debris Burning,47.9889,-98.8921,ND,Apr,0,1996
3484,LAGUNA FOREST FIRE (18),5.6,Arson,29.4529,-81.2118,FL,Mar,0,2014
3485,ONE TOE,34.0,Lightning,36.7667,-111.8174,AZ,Aug,2 days 00:00:00.000000000,1996
3486,MONA RES,780.0,Lightning,39.8402,-111.9155,UT,Jul,1 days 00:00:00.000000000,1994
3487,RR 1,5.0,Railroad,47.4666,-117.6344,WA,Jul,0,2000
3488,7059,1.0,Debris Burning,31.74203333,-95.58993333,TX,Jul,0,2013
3489,DYLAN,1.3,Lightning,43.5283,-119.6164,OR,Jul,1 days 00:00:00.000000000,2014
3490,WEST RIM,100.0,Missing/Undefined,41.62,-77.438333,PA,Apr,1 days 00:00:00.000000000,2009
3491,MEADOW CREEK,3.0,Debris Burning,37.81273298,-80.92990239,WV,Feb,0,1995
3492,TROUT CREEK,1.5,Lightning,39.76117,-113.88153,UT,Jun,2 days 00:00:00.000000000,2013
3493,688,10.0,Debris Burning,39.041267,-82.346052,OH,Mar,0,2015
3494,MEADOW,19.4,Miscellaneous,45.17833333,-121.3775,OR,Jun,1 days 00:00:00.000000000,1996
3495,DUG BAR RANCH,5.0,Lightning,45.75472222,-116.74666670000002,OR,Aug,11 days 00:00:00.000000000,2000
3496,AIMES,2.0,Lightning,47.72833333,-116.4927778,ID,Aug,6 days 00:00:00.000000000,2015
3497,ANTELOPE,106.0,Lightning,39.4177,-115.5181,NV,Jul,2 days 00:00:00.000000000,2001
3498,COLINA,388.0,Missing/Undefined,33.491667,-117.294167,CA,Sep,5 days 00:00:00.000000000,2007
3499,KINKO,40.0,Missing/Undefined,46.51305556,-93.55916667,MN,Apr,0,2010
3500,BOTONE 5,1.0,Arson,35.08744,-98.51938,OK,Aug,0,2012
3501,MP271.5,25.0,Smoking,48.1979,-119.6903,WA,Sep,1 days 00:00:00.000000000,2001
3502,DILTS/DORR/ERWIN #1,20.0,Lightning,43.49583333,-105.22083329999998,WY,Jul,0,2000
3503,0368 TEN MILE CANYON,6707.0,Equipment Use,44.9217,-120.9439,OR,Jul,15 days 00:00:00.000000000,2015
3504,FY2000-TERRELL-028,1.5,Debris Burning,31.653,-84.3169,GA,Mar,0,2000
3505,GOWER RD,1.0,Smoking,35.32395,-87.578133,TN,Nov,0,2012
3506,NIPPER,23.0,Arson,35.738467,-85.0232,TN,Feb,0,2007
3507,4-MILE RD.,1.0,Lightning,34.7533,-98.45,OK,Aug,0,2005
3508,TABLE MOUNTAIN,4.5,Missing/Undefined,43.81839,-106.07561,WY,Oct,0,2010
3509,FORBIDDEN,198.0,Lightning,37.7558,-119.6056,CA,May,122 days 00:00:00.000000000,2013
3510,ALEX CK,70.0,Debris Burning,36.9268,-83.5908,KY,Dec,1 days 00:00:00.000000000,2015
3511,LONER,3.5,Lightning,46.38833333,-111.9616667,MT,Aug,2 days 00:00:00.000000000,1998
3512,10350,25.0,Arson,33.96383336,-94.87983335,OK,Dec,0,2010
3513,SUNDUST,3.0,Miscellaneous,33.2984,-112.1607,AZ,May,0,1993
3514,BIG SIGN,1.0,Children,43.14,-102.3632,SD,Apr,0,1999
3515,LIVINGSTON - 70,1.0,Debris Burning,30.23496667,-95.29515,TX,Feb,0,2011
3516,COVE LAKE #2,9.1,Campfire,34.91277778,-93.05527778,AR,Apr,0,2007
3517,LARRY,1.0,Arson,33.3353,-110.4684,AZ,May,0,1998
3518,SUMMIT,2.8,Lightning,47.54416667,-103.2547222,ND,Sep,0,2003
3519,POZO,110.0,Equipment Use,35.30111111,-120.5077778,CA,Oct,0,1996
3520,12 MILE,1.0,Lightning,43.135,-122.3469444,OR,Sep,0,2003
3521,SYCAMORE#8,5.0,Arson,36.975,-119.3233333,CA,Sep,1 days 00:00:00.000000000,1993
3522,OMO,2.0,Miscellaneous,38.57595,-120.56435,CA,Aug,0,2015
3523,FY2002-WAYNE-090,4.9,Lightning,31.4808,-81.796,GA,Jun,0,2002
3524,PARKSIDE TOWN COMMONS,12.0,Arson,35.84301667,-78.88576667,NC,Jul,0,2012
3525,PLAYOFF,6.3,Miscellaneous,35.55444444,-92.9525,AR,Jan,1 days 00:00:00.000000000,2009
3526,MP 230.7,4.0,Debris Burning,33.87761,-88.95284000000001,MS,Aug,0,2000
3527,FY2013-POLK-056,28.33,Arson,33.934125,-85.33399167,GA,Mar,0,2013
3528,WS,2886.0,Miscellaneous,33.535,-109.0533333,AZ,Oct,17 days 00:00:00.000000000,1995
3529,LINDEN - 112,1.0,Debris Burning,32.96361111,-94.94472222,TX,Aug,0,2010
3530,LAGOON E,1.0,Smoking,48.1061,-105.1841,MT,May,1 days 00:00:00.000000000,2000
3531,CRYSTAL,0.8,Equipment Use,37.557289,-119.953469,CA,Jul,0,2005
3532,WATERTANK,40.0,Miscellaneous,33.0356,-111.7196,AZ,Jun,0,1995
3533,MAGIC,36.0,Arson,35.84888889,-92.87888889,AR,Apr,0,2004
3534,VALLELUNGA,2.0,Arson,38.974489,-122.810639,CA,May,0,2001
3535,DEJA VU STRIKE,5.0,Lightning,30.45638889,-88.79333333,MS,Jun,2 days 00:00:00.000000000,2011
3536,CLA16644180,4.0,Arson,33.99767,-93.04839,AR,Apr,0,2014
3537,POTTER,30.0,Equipment Use,35.8103,-98.3664,OK,May,0,2012
3538,FY2002-BRANTLEY-018,4.0,Arson,31.3094,-81.737,GA,Nov,0,2001
3539,BAHAM,1.0,Lightning,45.3428,-107.1301,MT,Jun,0,2001
3540,WHISPERING PINES (57),8.0,Lightning,30.8164,-87.0853,FL,May,0,2011
3541,DOUBLE L,312.0,Lightning,35.3917,-114.3544,AZ,Jul,2 days 00:00:00.000000000,2005
3542,NENAHNEZAD 1,57.5,Debris Burning,36.74566,-108.42971,NM,May,1 days 00:00:00.000000000,2013
3543,FY2000-MONROE-083,2.37,Debris Burning,32.9213,-83.791,GA,Apr,0,2000
3544,GREENWOOD,1.5,Miscellaneous,46.0136,-122.7241,WA,Aug,7 days 00:00:00.000000000,2015
3545,CLOVER,7.0,Equipment Use,41.1718,-116.9243,NV,Sep,0,1998
3546,METEOR II,28.0,Debris Burning,48.2725,-118.2767,WA,Apr,0,2012
3547,GOODE,3.0,Equipment Use,47.7872,-114.6668,MT,Jul,0,2002
3548,FY2011-BROOKS-078,4.5,Debris Burning,30.73640501,-83.6100967,GA,May,0,2011
3549,CORNELL,0.7,Arson,38.83295,-77.53468000000001,VA,Mar,0,1992
3550,CLOVERDALE ADDITION,1.0,Debris Burning,37.44764526,-80.80964773,WV,Jan,0,2001
3551,VALLE,4.2,Lightning,36.46166667,-106.19,NM,Jul,0,1995
3552,CROSSROADS ROAD,3.0,Debris Burning,37.70602409,-80.78671919,WV,Apr,0,1995
3553,FY2012-LIBERTY-020,2.0,Debris Burning,31.70898472,-81.36661731,GA,Mar,0,2012
3554,MM 2127   ( 06 ),1.0,Lightning,25.9716,-80.4274,FL,Aug,0,2015
3555,BURNT SHEEP,320.0,Lightning,48.745,-115.74,MT,Aug,9 days 00:00:00.000000000,1994
3556,HIDIAWAY,1.0,Lightning,37.23361111,-83.48388889,KY,Aug,4 days 00:00:00.000000000,1999
3557,EARLY,3.6,Arson,33.37833333,-85.98055556,AL,Jun,9 days 00:00:00.000000000,2006
3558,04-61-NOV/204TH STREET FIRE-1824,4.0,Debris Burning,30.0803,-82.8736,FL,Dec,0,2010
3559,KENT,40.0,Miscellaneous,35.0961,-103.29792,NM,Jun,0,2011
3560,TOWER,27.0,Lightning,41.73055556,-102.4291667,NE,Jul,1 days 00:00:00.000000000,2005
3561,WAGON (05),20.0,Miscellaneous,27.8585,-80.508,FL,Sep,1 days 00:00:00.000000000,2013
3562,GREY BEARD(54),5.0,Miscellaneous,29.6109,-81.7364,FL,Jun,0,2011
3563,CUT OFF,2.0,Equipment Use,34.6,-117.0175,CA,May,0,1992
3564,BULLET NOSE,2.0,Lightning,47.45083333,-113.28555559999998,MT,Jul,145 days 00:00:00.000000000,2000
3565,MARSH 4,5.0,Railroad,42.86222222,-121.7377778,OR,Sep,2 days 00:00:00.000000000,2010
3566,FY2012-MCINTOSH-021,211.9,Arson,31.44922956,-81.40342697,GA,Feb,0,2012
3567,MCCRACKEN MESA,4.5,Lightning,37.4292,-109.3093,UT,Jul,1 days 00:00:00.000000000,2006
3568,HENDERSON - 009,3.0,Equipment Use,32.40694444,-94.69,TX,Jan,0,2009
3569,HUDSON,11.5,Lightning,36.4083,-113.7375,AZ,Jul,5 days 00:00:00.000000000,1998
3570,KEBO,1.5,Lightning,42.83723,-122.02947,OR,Jul,13 days 00:00:00.000000000,2002
3571,BELL HILL,22.9,Debris Burning,46.52751,-67.84857,ME,May,0,2015
3572,NOWLING DRIVE (57),1.0,Debris Burning,30.5111,-87.0886,FL,Feb,0,2015
3573,MONSTER,6.5,Arson,33.57472222,-85.71638889,AL,Nov,1 days 00:00:00.000000000,2008
3574,101 FIRE,4.0,Lightning,34.3527778,-94.6291667,OK,Aug,0,2010
3575,LIVINGSTON - 80,23.0,Debris Burning,31.03578438,-95.10069463,TX,Apr,0,2010
3576,9.12015E+12,5.0,Campfire,31.24539152,-89.77850286,MS,Jan,0,2015
3577,WS2716,35.0,Arson,48.0542,-99.1712,ND,Sep,0,1999
3578,#242,50.0,Lightning,43.58666667,-122.2583333,OR,Aug,4 days 00:00:00.000000000,1996
3579,OAK HILL SCHOOL,9.6,Equipment Use,44.01056,-123.02861,OR,Jul,0,2015
3580,TUPIKCHAK CREEK,30.0,Lightning,68.8194,-162.8267,AK,Jul,28 days 00:00:00.000000000,2007
3581,BOGGY HEAD,7.0,Miscellaneous,33.21222222,-79.75972222,SC,Apr,0,2014
3582,KING,10.0,Arson,48.8167,-99.8553,ND,Apr,0,2007
3583,SHARPS RIDGE TOWER,100.0,Railroad,35.998717,-83.95113,TN,Apr,1 days 00:00:00.000000000,2007
3584,VAL VERDE,4.0,Equipment Use,38.796174,-121.164087,CA,Jun,0,2009
3585,JUANITA 2,1.3,Lightning,37.00663,-107.13218,CO,Aug,2 days 00:00:00.000000000,2015
3586,TICK,15.0,Smoking,34.45222222,-118.3680556,CA,Jun,0,1999
3587,BONITA SPRINGS FIRE,1.0,Arson,25.5732,-80.4058,FL,May,0,2011
3588,SIMPSON BU,200.0,Miscellaneous,40.0999,-112.8008,UT,Jun,1 days 00:00:00.000000000,1996
3589,HWY160,3.5,Arson,37.0542,-108.8679,CO,Jul,0,1997
3590,RU #170,7.8,Equipment Use,45.2416,-101.2207,SD,Nov,0,2009
3591,DEVINNEY,15.0,Arson,34.51863,-98.36177,OK,Jan,0,2011
3592,GIDBROWNHO,17.4,Missing/Undefined,38.7436,-78.2497,VA,Apr,0,2005
3593,FY2001-CHATTOOGA-093,1.26,Arson,34.4302,-85.4011,GA,Apr,0,2001
3594,CULBRETH ROAD FIRE,2.5,Debris Burning,34.97815,-78.7648,NC,Sep,0,2012
3595,MT. GROVE,45.0,Arson,33.92333333,-89.75333333,MS,Jan,0,2000
3596,WILLIAMSON 109,1.4,Debris Burning,42.55111,-121.87833,OR,Apr,0,2015
3597,PARSAGE,120.0,Arson,36.5059,-96.4334,OK,Mar,1 days 00:00:00.000000000,2005
3598,OLD HOUSE BRANCH,1.0,Arson,37.57748398,-81.91361655,WV,Oct,0,1992
3599,BAGLEY FIRE,20.0,Arson,30.56305556,-96.82166667,TX,Aug,0,2011
3600,HAWK  ROAD,1.0,Debris Burning,41.52389,-78.11222,PA,Mar,0,2012
3601,TURTLE 3,10.0,Equipment Use,34.7,-117.1675,CA,Sep,0,1992
3602,PEWO,2.0,Miscellaneous,34.8833,-98.3911,OK,Aug,0,2003
3603,COLEMAN,7.0,Miscellaneous,37.656967,-121.622633,CA,Oct,0,2015
3604,SHYTLE ROAD FIRE,15.0,Debris Burning,35.201,-82.00866667,NC,Jan,0,2013
3605,MOUNTAIN BIKE TRAIL FIRE,2.0,Fireworks,35.06743333,-80.73613333,NC,Jan,0,2010
3606,QUITTIN' TIME,1.0,Lightning,29.09,-81.36833333,FL,May,0,2009
3607,LEE FIRE,26.0,Miscellaneous,31.90785216,-100.2678356,TX,May,0,2011
3608,2.92014E+12,5.0,Campfire,31.83644893,-90.19139691,MS,Jan,0,2014
3609,CHAIN OF EVENTS FIRE,1.8,Miscellaneous,35.18283333,-81.37466666,NC,Mar,0,2010
3610,ROLLOVER,10095.0,Equipment Use,45.5,-107.3673,MT,Oct,6 days 00:00:00.000000000,1996
3611,RED OAK CREEK,117.5,Debris Burning,34.466938,-80.381447,SC,Jun,0,2012
3612,41ST AVE  (11),2.0,Debris Burning,26.307,-81.5553,FL,May,0,2015
3613,LOOKOUT BAPTIST RD.,1.0,Debris Burning,38.06676237,-80.96698499,WV,Mar,0,2003
3614,SHEPARD,0.6,Missing/Undefined,35.6428,-118.4789,CA,Aug,0,2010
3615,ASPESI,2.0,Equipment Use,37.063884,-120.953369,CA,May,0,2001
3616,LAST CHANCE,53342.0,Campfire,32.2325,-104.7522,NM,Apr,24 days 00:00:00.000000000,2011
3617,TYLER CANYON WFU,1.0,Lightning,43.97055556,-112.93805559999998,ID,Jul,66 days 00:00:00.000000000,2004
3618,CORBY ROAD FIRE,4.0,Arson,41.28028,-75.91,PA,Mar,0,2012
3619,IRON PADDLE,1.0,Lightning,48.58638889,-116.1744444,ID,Jul,2 days 00:00:00.000000000,2009
3620,FY2000-LONG-034,1.9,Debris Burning,31.6351,-81.6745,GA,Feb,0,2000
3621,FY2013-CRAWFORD-015,22.1,Debris Burning,32.65197222,-84.06205556,GA,Nov,0,2012
3622,BECK BRANCH,2.0,Miscellaneous,36.31472222,-82.16388889,TN,Nov,0,2012
3623,FY2013-SCREVEN-008,2.82,Debris Burning,32.72666667,-81.51416667,GA,Sep,0,2012
3624,BIGCANYON,1.5,Lightning,42.0916,-113.962,ID,Jun,0,1999
3625,SADDLE,3.0,Miscellaneous,38.05833333,-86.65111111,IN,Apr,0,2003
3626,FY2012-RICHMOND-035,5.06,Smoking,33.34219774,-82.15253105,GA,Jun,0,2012
3627,SANDY,0.8,Lightning,34.8628,-107.8687,NM,Jun,2 days 00:00:00.000000000,2000
3628,BUCKSKINCK,3.0,Lightning,64.2019,-141.8584,AK,Jun,8 days 00:00:00.000000000,2003
3629,SHEEP,11.0,Lightning,43.67166667,-115.6766667,ID,Sep,1 days 00:00:00.000000000,2011
3630,TETON,120.0,Fireworks,43.1999,-112.1841,ID,Jun,0,1992
3631,HORSE,1.0,Children,33.71916667,-117.43444440000002,CA,Oct,0,2001
3632,MILL CREEK,200.0,Debris Burning,34.78333333,-76.73333333,NC,Apr,6 days 00:00:00.000000000,1993
3633,FY2002-PUTNAM-048,0.99,Children,33.3154,-83.4008,GA,Jun,0,2002
3634,RL96,1.0,Children,47.8819,-94.8928,MN,Mar,0,2003
3635,POUNDS BRANCH,31.0,Debris Burning,34.5039,-88.37,MS,Mar,0,2014
3636,COLTON,8.0,Debris Burning,45.198,-107.379,MT,Apr,0,2001
3637,FLANAGAN,1.0,Arson,40.690317,-122.423867,CA,Jul,0,2013
3638,MANCOSFARM,6.0,Debris Burning,37.0203,-108.7718,CO,Mar,3 days 00:00:00.000000000,1993
3639,ROCK SHOP,25.0,Arson,34.15611111,-94.74,OK,Jan,0,2006
3640,EMERALD,65.0,Missing/Undefined,34.400278,-116.928333,CA,Sep,1 days 00:00:00.000000000,2008
3641,LIBERTY,1.0,Arson,34.875,-88.98833333,MS,Mar,0,1998
3642,LAKE,0.7,Arson,35.0792,-108.813,NM,May,0,2006
3643,1.09201E+13,5.0,Debris Burning,30.69681083,-89.42379821,MS,Feb,0,2014
3644,FY2011-WARE-070,17.9,Lightning,31.33114999,-82.60289573,GA,Apr,0,2011
3645,MINTO,24.0,Lightning,33.64777778,-116.90666670000002,CA,Aug,0,2004
3646,MOUNTAIN HOUSE,31.5,Lightning,46.23,-114.01833329999998,MT,Aug,1 days 00:00:00.000000000,2015
3647,MORRIS,1.5,Miscellaneous,43.83333333,-97.975,SD,Oct,0,2000
3648,WILLY JOE,1.0,Miscellaneous,33.375,-112.234,AZ,Jun,0,1996
3649,FUTON FIRE,2.8,Miscellaneous,30.73761,-98.12965,TX,Aug,0,2011
3650,RFR 1994 #1,70.2,Miscellaneous,39.912997,-105.189797,CO,Mar,0,1994
3651,RL188,4.0,Children,47.8666,-95.0169,MN,Apr,0,1998
3652,COCHITI,695.0,Smoking,35.51888889,-106.2511111,NM,Apr,1 days 00:00:00.000000000,2000
3653,CHARLEY R,20.0,Lightning,64.5163,-143.2023,AK,Jun,7 days 00:00:00.000000000,1999
3654,SPRING,1.5,Equipment Use,40.357611,-120.446711,CA,Sep,0,2002
3655,SALOME,20.0,Missing/Undefined,33.687,-113.4477,AZ,May,0,2005
3656,LINDEN - 610,1.0,Lightning,33.43583333,-95.1025,TX,Sep,0,2011
3657,50,3.0,Lightning,35.16722222,-108.2625,NM,Jul,12 days 00:00:00.000000000,2012
3658,STATE,1.0,Miscellaneous,33.711158000000005,-117.340456,CA,Nov,0,2005
3659,HILLSIDE,25.0,Debris Burning,48.8186,-99.8957,ND,Apr,0,2003
3660,CHICO,1.0,Miscellaneous,35.825,-118.4638889,CA,May,0,2004
3661,EVANS RANCH,2.0,Missing/Undefined,40.7327,-115.4326,NV,Jul,1 days 00:00:00.000000000,2002
3662,FY2000-MURRAY-114,1.09,Debris Burning,34.8072,-84.8443,GA,Feb,0,2000
3663,FY2002-TERRELL-027,4.05,Smoking,31.7387,-84.3373,GA,Jun,0,2002
3664,WAHOO,404.0,Lightning,33.64472222,-107.7394444,NM,Jun,44 days 00:00:00.000000000,2007
3665,JERICHO,1.0,Lightning,39.75,-111.5674,UT,Jun,0,1996
3666,GREENWOOD,10.0,Arson,38.707461,-120.881539,CA,Apr,0,2001
3667,ABERDEAN,40.0,Structure,45.0461,-107.3501,MT,Apr,0,2009
3668,MITCHELL,1000.0,Lightning,29.85,-93.7611111,LA,Aug,2 days 00:00:00.000000000,1993
3669,MERDIAN,3.1,Missing/Undefined,38.742394,-108.220289,CO,Oct,1 days 00:00:00.000000000,2012
3670,S PARK,393.0,Lightning,43.1549,-113.6211,ID,Aug,0,2004
3671,RIVER ROAD,50.0,Structure,38.35333336,-79.99319546,WV,Mar,0,1999
3672,MARRIS FIRE,280.0,Equipment Use,35.0017,-97.745,OK,Apr,3 days 00:00:00.000000000,2011
3673,ARROWHEAD,12.2,Missing/Undefined,35.78043333,-82.58178333,NC,Mar,1 days 00:00:00.000000000,2011
3674,KNOBS #1,3.0,Debris Burning,37.48753,-87.2032,KY,Sep,0,2010
3675,COBBLESTONE SUB. - MADDOX DR.,2.0,Powerline,38.46794275,-81.87984163,WV,Apr,0,2015
3676,RITTER CREEK,1.8,Lightning,44.73,-117.6186,OR,Jul,1 days 00:00:00.000000000,2013
3677,TURKEY FOOT,4.0,Arson,37.45222222,-83.93361111,KY,Mar,2 days 00:00:00.000000000,1999
3678,TRACK84,300.0,Debris Burning,44.8572,-108.829,WY,Mar,0,2004
3679,STEP,3.0,Equipment Use,35.75333333,-82.25333333,NC,Nov,0,1999
3680,COYOTE WASH,20.0,Miscellaneous,35.2269,-110.7753,AZ,Feb,4 days 00:00:00.000000000,2009
3681,MOOREHEAD,200.0,Lightning,33.7275,-103.9378,NM,Aug,1 days 00:00:00.000000000,2010
3682,MAGOTSU,2.5,Lightning,37.40472222,-113.6980556,UT,Sep,0,2004
3683,1180 WINNAWAY,3.0,Arson,46.424690000000005,-120.35672,WA,May,0,2012
3684,BUS BODY,87.0,Lightning,34.76472222,-94.72083333,OK,Aug,0,2011
3685,LINDEN - 278,56.0,Arson,32.89194444,-94.66222222,TX,Jul,0,2011
3686,SINK,0.7,Lightning,41.28833333,-121.96666670000002,CA,Jun,0,1997
3687,FY2002-PULASKI-023,13.18,Debris Burning,32.2013,-83.5306,GA,Nov,0,2001
3688,BLACK BLUFF,1.0,Lightning,43.15888889,-122.4436111,OR,Aug,1 days 00:00:00.000000000,2009
3689,SHERRIFF,1.0,Lightning,30.16666667,-84.97833333,FL,Jun,0,1999
3690,GROSE 380,1.0,Equipment Use,33.3917,-103.7115,NM,Jun,0,2015
3691,72,20.0,Miscellaneous,32.66462338,-89.26483801,MS,Jul,0,2015
3692,COOKSON,2.0,Arson,35.7103,-94.8678,OK,Mar,0,2005
3693,HAMSPHIRE GRADE RD.,1.0,Smoking,39.45093779,-78.16157151,WV,Feb,0,2002
3694,FY2014-BARTOW-007,1.3,Debris Burning,34.1946,-84.87555278,GA,Nov,0,2013
3695,TWINLAKES,1.0,Debris Burning,47.268,-95.6248,MN,Apr,0,2003
3696,627,26.0,Arson,33.55843426,-89.64812968,MS,Oct,0,2015
3697,5.92015E+12,4.0,Campfire,30.54605746,-88.45371777,MS,Jan,0,2015
3698,PIGG # 2,1.0,Equipment Use,35.259333000000005,-86.67371700000001,TN,Jan,0,2015
3699,BIG COTTONWOOD,300.0,Miscellaneous,38.26444444,-105.77694440000002,CO,Sep,87 days 00:00:00.000000000,2007
3700,FY2011-CHATTOOGA-048,0.8,Debris Burning,34.41636053,-85.38856128,GA,Feb,0,2011
3701,RL379,2.0,Debris Burning,47.8722,-95.0281,MN,Apr,0,1999
3702,CO-OP,1.0,Debris Burning,32.101287,-110.995373,AZ,Dec,0,2010
3703,TIKURA,5.0,Lightning,43.2063,-113.9953,ID,Jul,1 days 00:00:00.000000000,1998
3704,UNNAMED FIRE 0512,1.0,Equipment Use,35.034933,-119.381292,CA,Jul,0,2004
3705,GETHSEMANE COMPLEX,2378.0,Arson,32.827,-94.09733333,TX,Sep,6 days 00:00:00.000000000,2011
3706,OLD PARSONS LN,2.0,Smoking,35.64125,-88.181567,TN,Mar,0,2014
3707,WRAY,300.0,Lightning,38.3153,-109.1034,UT,Jul,3 days 00:00:00.000000000,1997
3708,FY2016-JEFFERSON-002,9.57,Debris Burning,32.85994444,-82.50872222,GA,Jul,0,2015
3709,SAMMY N BO LANE,2.0,Arson,39.29378726,-78.4266646,WV,Mar,0,2013
3710,BLUE BIRD,20.0,Debris Burning,33.0767,-111.7657,AZ,Sep,0,1993
3711,ARCO,300.5,Equipment Use,43.7469,-113.2767,ID,Jul,21 days 00:00:00.000000000,2006
3712,SUN CREEK,20.0,Campfire,41.695,-115.29,NV,Aug,1 days 00:00:00.000000000,1998
3713,GILMAN,2.0,Equipment Use,33.889516,-117.07081399999998,CA,Aug,0,2009
3714,WATER TOWER,70.0,Debris Burning,34.7061,-97.4258,OK,Jan,0,2008
3715,CLINTON,1.0,Miscellaneous,30.32611111,-84.4,FL,Apr,1 days 00:00:00.000000000,2004
3716,LONG LICK,10.0,Lightning,38.3614,-113.2839,UT,Jul,1 days 00:00:00.000000000,1997
3717,FY2011-BACON-065,0.83,Campfire,31.4446637,-82.45540802,GA,Feb,0,2011
3718,OR-MAF-194,5.5,Lightning,44.20138889,-119.4536111,OR,Aug,4 days 00:00:00.000000000,2009
3719,FAIRVIEW CANYON,27.0,Missing/Undefined,39.6468,-111.4076,UT,Sep,8 days 00:00:00.000000000,2012
3720,ROCK SPRINGS,14.0,Arson,46.09074,-120.43504,WA,Jun,3 days 00:00:00.000000000,2012
3721,RAILROAD,18.4,Debris Burning,36.5769,-96.30052,OK,Mar,1 days 00:00:00.000000000,2011
3722,FY2014-DADE-016,1.5,Campfire,34.79968611,-85.47045556,GA,Jan,0,2014
3723,RED CREEK,1.0,Debris Burning,38.61583333,-82.68,OH,Nov,0,2009
3724,BARREL,1.0,Lightning,39.3919,-115.4478,NV,Jul,1 days 00:00:00.000000000,2008
3725,45,2.0,Debris Burning,39.14,-95.16,KS,Mar,0,2015
3726,WILLOW,5.0,Lightning,37.98333333,-105.00083329999998,CO,Jun,1 days 00:00:00.000000000,2001
3727,SILVER,5.0,Lightning,48.01,-120.56,WA,Jul,5 days 00:00:00.000000000,2009
3728,HINUS,1.0,Debris Burning,37.167727,-88.502167,IL,Jul,0,2012
3729,20434,64.0,Debris Burning,35.08426667,-95.54876664,OK,Apr,0,2009
3730,MARKER SIX,1.0,Lightning,41.9999,-116.0009,ID,Jul,0,1996
3731,MAGGIE CREEK,54.0,Lightning,41.9725,-118.4594,NV,Jul,1 days 00:00:00.000000000,2006
3732,TRUCK,3.0,Equipment Use,46.75666667,-110.865,MT,Oct,0,1994
3733,WHITE,1433.0,Lightning,35.5683,-111.4383,AZ,Jul,5 days 00:00:00.000000000,2013
3734,CHARLIE,2.0,Children,33.3001,-110.434,AZ,May,0,1993
