,fire_name,discovery_month,putout_time,year
53115,FRENCH CREEK WFU,Sep,39,2007
53118,SILVER FIRE,Jul,50,2007
53119,GW,Aug,30,2007
53120,BRIDGE,Jul,114,2007
53121,PATTENGAIL,Jul,81,2007
53123,RAT CREEK,Aug,54,2007
53124,CONGER CREEK,Jul,77,2007
53125,SANTIAGO,Oct,18,2007
53126,FLORIDA BUGABOO,May,43,2007
53127,SAWMILL,Jul,108,2007
53128,FISHER POINT,Jul,96,2007
53129,WYMAN #2,Jul,95,2007
53130,CHIMNEY COMPLEX,Jul,39,2007
53131,DUTCH WILDFIRE USE,Sep,82,2007
53132,CASTLE ROCK,Aug,45,2007
53135,SLIDE,Oct,23,2007
53136,RANCH,Oct,26,2007
53137,WOODLAND,Jun,80,2007
53138,WITCH,Oct,10,2007
53139,RICE,Oct,7,2007
53140,BUCKWEED,Oct,0,2007
53141,POOMACHA,Oct,39,2007
53142,HORSE CREEK,Jun,11,2007
53143,HARDSCRABBLE,Aug,46,2007
53144,JUNGLE RX BURN,Jun,28,2007
53145,POTATO HILL,Apr,34,2007
53146,BRUSH CREEK,Jul,50,2007
53148,BULLSEYE FIRE,May,1,2007
53149,STAMPEDE,Jul,7,2007
53150,RL005,Apr,0,2007
53151,RL197,Apr,0,2007
53152,COYOTE CREEK,Jul,2,2007
53154,JOCKO LAKES,Aug,63,2007
53155,BIDDLE PASS,Jul,85,2007
53156,SOUTH OMAK LAKE,Aug,10,2007
53157,MANILA CREEK,Sep,14,2007
53158,BLUERIVER,May,3,2007
53159,NEOLA NORTH,Jun,81,2007
53160,SULUKNA RIVER,May,68,2007
53161,HODZANA RIVER,May,29,2007
53162,MOOSEHEART,May,128,2007
53163,WEST CRAZY,Jun,55,2007
53164,WOODCHOPPER 2,Jun,100,2007
53165,HAMMER CREEK,Jun,41,2007
53166,CARIBOU HILLS,Jun,30,2007
53167,PALDO,Jun,9,2007
53168,KONESS RIVER,Jun,51,2007
53169,JORDAN CREEK,Jun,67,2007
53170,CHARLEY RIVER,Jul,72,2007
53171,COFFEE CAN LAKE,Jul,59,2007
53172,BIG CREEK,Jul,17,2007
53173,HOT SPRINGS CREEK 1,Jul,19,2007
53174,HOT SPRINGS CREEK 2,Jul,4,2007
53175,LITTLE BLACK,Jul,106,2007
53176,GRAYLING CREEK,Jul,40,2007
53177,LITTLE BIG CREEK,Jul,94,2007
53178,RUNT CREEK,Jul,38,2007
53180,ANAKTUVUK RIVER,Jul,85,2007
53181,BLACKROCK GULCH,Jul,27,2007
53183,ALAMBRE,Jul,17,2007
53184,TAR,Aug,5,2007
53186,LONE TREE,Aug,2,2007
53187,BRUNEAU ARMS COMPLEX,Jul,2,2007
53188,NICHOL,Jul,2,2007
53189,JIM SAGE,Jul,4,2007
53190,TWO SPOTS,Jul,1,2007
53191,GUN CANYON,Jul,2,2007
53192,WALCOTT,Aug,1,2007
53193,DRY CREEK,Jun,7,2007
53194,GEM COUNTY,Jul,1,2007
53195,COLD,Aug,3,2007
53196,SANDY,Aug,2,2007
53197,BLACKHAWK,Jul,3,2007
53198,TWINN BUTTE,Jul,3,2007
53199,ROWLAND,Jul,41,2007
53200,INSIDE DESERT,Jul,3,2007
53201,ELK MOUNTAIN,Jul,68,2007
53204,BOULDER CREEK,Jul,3,2007
53205,COW CANYON,Jun,5,2007
53206,COMBINE,Aug,4,2007
53210,RED BRIDGE,Jul,3,2007
53211,SHOESTRING,Aug,2,2007
53212,COW CREEK,Aug,9,2007
53213,BEAR DEN BUTTE,Aug,4,2007
53214,TURNBULL,Sep,1,2007
53215,BLACK COULEE,Jul,3,2007
53216,WOLF CREEK,Aug,4,2007
53217,OKERMAN,Aug,0,2007
53220,ROCK SPRINGS,Oct,1,2007
53221,MILE MARKER 124,Jul,23,2007
53222,CARICO,Jul,14,2007
53223,RAVEN,Jul,13,2007
53224,PARIS,Jul,13,2007
53225,ELEPHANT HEAD,Jul,13,2007
53226,CAIN MT,Jul,13,2007
53227,ADRIAN 1,Jul,8,2007
53228,WNA 9,Jul,3,2007
53229,WEST BASIN,Jul,22,2007
53230,BARTH,Jul,2,2007
53233,PETAN WILSON,Jul,3,2007
53235,SCOTT CREEK,Jul,47,2007
53236,CASTLE PLACE,Jul,3,2007
53237,DUNPHY,Jul,5,2007
53238,BOBS FLAT 3,Jul,4,2007
53239,BOO HOO,Jul,28,2007
53240,RED HOUSE COMPLEX,Jul,41,2007
53241,WEST FORK,Jul,15,2007
53242,MARGE,Jul,2,2007
53243,PARTY,Aug,3,2007
53244,TIPPETTS,Jul,13,2007
53245,TUNGSTEN,Jul,5,2007
53246,BARREL SPRINGS,Jul,8,2007
53247,KELLY CREEK,Jul,3,2007
53248,RED HILLS,Jul,3,2007
53249,MARTIN CREEK,Sep,3,2007
53250,HORSE,Oct,1,2007
53251,NM 113,Mar,1,2007
53252,ROUND TOP BUTTE,Jul,15,2007
53254,0496 FOSSIL CREEK,Jul,15,2007
53256,SADDLE BUTTE,Jul,6,2007
53258,JUNIPER RESERVOIR,Jul,18,2007
53259,OLD MAID,Jul,10,2007
53262,MILFORD FLAT,Jul,28,2007
53263,DAKOTA HILL,Jul,18,2007
53265,QUINCY,Jun,10,2007
53270,MONARCH,Jul,8,2007
53271,DAIRY VALLEY,Jul,13,2007
53273,DUFFY,Aug,3,2007
53274,DIG DUG,Aug,17,2007
53275,DOUGLAS CREEK,Jul,5,2007
53276,WOOD GULCH,Jul,6,2007
53277,SIX PRONG,Jul,5,2007
53278,TUNK GRADE,Jul,7,2007
53279,BLACK ROCK LAKE,Aug,2,2007
53280,DUCK CREEK,Aug,18,2007
53281,COPPER MTN,Sep,9,2007
53282,ROOSEVELT WFU,Jul,151,2007
53283,BOWERS RANCH,Jan,0,2008
53284,CANYON,Oct,5,2007
53285,CORRAL,Nov,4,2007
53286,BICY COMPLEX,May,35,2007
53287,HARRIS,Oct,10,2007
53288,DOF #206 ^8 & MERRITT,Apr,9,2007
53289,DOF 256,May,22,2007
53290,SCARED ARMADILLO,Jul,2,2007
53291,GA-12 (SWEAT FARM RD.),Apr,75,2007
53292,BIG TURNAROUND,Apr,177,2007
53293,TYLER,Feb,3,2007
53294,SLEEPER LAKE,Aug,35,2007
53295,NJ NJFFS WF ASSIST WARREN GROVE,May,6,2007
53297,OVERLOOK,Jul,7,2007
53298,HWY 24 MP 60,Jul,3,2007
53299,MILEPOST 17,Aug,1,2007
53300,WAUTOMA,Aug,2,2007
53342,OJO PEAK,Nov,58,2007
53343,WHITE,Jun,9,2007
53344,MURPHY COMPLEX,Jul,36,2007
53345,SALT CREEK  STATE51,Jul,13,2007
53346,GOMEZ,Jan,0,2008
53347,LEXINGTON,Jan,0,2008
53348,SRR13,Jan,0,2008
53349,TRAINING FIRE,Apr,2,2007
53354,LES BLAIR,Jul,1,2007
53357,WOODS CTY. FIRE,Mar,3,2007
53358,AETNA FIRE,Nov,0,2007
53360,MALTESE FIRE,Oct,5,2007
53363,FRYE MESA,May,13,2008
53364,ST. MARY'S,Mar,3,2008
53365,ALAMO,Apr,10,2008
53368,WHITMIRE,May,2,2008
53369,THREE,Jun,33,2008
53370,JACK WOOD,Jun,1,2008
53371,CARIBOU,Jun,177,2008
53372,BASIN COMPLEX,Jun,36,2008
53373,COLD,Jun,71,2008
53374,TRIGO,Apr,78,2008
53375,BIG SPRING,Jun,7,2008
53376,PANTHER,Jul,83,2008
53377,DARK,Jun,33,2008
53378,GAP,Jul,16,2008
53379,EAGLE,Jun,105,2008
53380,ROCKY,Jun,7,2008
53381,IRONSIDE,Jun,40,2008
53382,WOOD HUMP,Jul,108,2008
53383,CASCADE,Jul,0,2008
53384,RICH,Jul,35,2008
53385,BRIDGER,Jun,19,2008
53386,DISTILLERY,Jun,10,2008
53387,MILL,Jun,35,2008
53394,IRON,Jun,63,2008
53395,VINEGAR,Jun,3,2008
53396,WHISKEY,Jun,137,2008
53397,CUB,Jun,40,2008
53398,ONION 2,Jun,31,2008
53399,HOT AIR,Jun,8,2008
53400,LANE 2,Jun,22,2008
53401,GUNBARREL,Jul,63,2008
53403,GOVERNMENT,Jun,41,2008
53404,RATTLE,Aug,66,2008
53406,LONG BRANCH-JACK,Aug,3,2008
53407,CABIN CREEK,Jul,9,2008
53408,CLOVER,May,7,2008
53409,PIUTE,Jun,32,2008
53410,GNARL RIDGE,Aug,57,2008
53411,MILL,Jun,105,2008
53412,BLUE 2,Jun,104,2008
53413,HALF,Jun,65,2008
53414,JAKE,Jun,104,2008
53415,HAYPRESS,Jun,104,2008
53416,MERRILL,Jun,102,2008
53417,MIDDLE FORK,Aug,53,2008
53418,WESTVILLE,Jun,40,2008
53420,MAREK,Oct,0,2008
53421,BUCKHORN,Jun,40,2008
53422,CAREY,Jun,40,2008
53423,CEDAR,Jun,40,2008
53424,MOTION,Jun,35,2008
53425,PIT,Jun,106,2008
53426,TEHIPITE,Jul,140,2008
53429,GUM BAY,Feb,4,2008
53430,WESTY,Aug,67,2008
53431,EAGLE,Apr,4,2008
53432,SCOTCH,Jun,71,2008
53433,COLD SPRINGS,Jul,25,2008
53434,NEW FORK,Jul,111,2008
53435,MILL,Jun,5,2008
53437,TELEGRAPH,Jul,52,2008
53438,0741 BRIDGE CREEK,Aug,18,2008
53439,ELKHORN 2,Jun,54,2008
53441,SAYRE,Nov,7,2008
53442,MARTEEN WFU,Aug,118,2008
53443,FREEWAY,Nov,3,2008
53444,CORRAL,Jun,14,2008
53445,ARBUCKLE MOUNTAINS,Mar,3,2008
53447,CENTRAL GRADE FIRE,Jul,5,2008
53448,COLUMBIA RIVER ROAD,Aug,14,2008
53449,FOUR MILE RD.,Feb,2,2008
53450,SOUTH TULAROSA,May,12,2008
53451,ETHAN,Jun,6,2008
53452,SHEENJEK RIVER,Jun,107,2008
53453,LITTLE CREEK,Jul,100,2008
53454,DISCOVERY SOUTH,Jul,18,2008
53456,BLIND LUCK,Jul,84,2008
53457,SESNON,Oct,12,2008
53458,MEU ORR,Jun,22,2008
53460,SHU MOTION DEMOCRAT,Jun,69,2008
53461,HUU WALKER,Jun,6,2008
53462,LMU PETERSON COM,Jun,8,2008
53463,MAYBERRY,Aug,6,2008
53464,PRONG,Aug,3,2008
53465,NORTH MINIDOKA,Aug,2,2008
53466,SHOSHONE BASIN,Sep,0,2008
53467,NEIBAUR,Jul,1,2008
53468,SAND SHED,Aug,0,2008
53469,NATURE,Aug,4,2008
53470,EASTER,Mar,1,2008
53471,KNOWLTON COMPLEX,Aug,8,2008
53472,GOOSEBERRY,Jul,0,2008
53473,CENTER PEAK FIRE,Apr,46,2008
53474,PONDEROSA,Mar,1,2008
53475,CHOLLA,Apr,3,2008
53476,BONNIE,Jun,4,2008
53477,SILVIES RIVER FIRE,Aug,7,2008
53478,0250 JACK KNIFE,Jul,7,2008
53479,0284    I284,Jul,10,2008
53480,287 DEEP CREEK,Jul,11,2008
53481,0291 SAYERS,Jul,9,2008
53483,577 NORTH POLE RIDGE,Aug,15,2008
53484,0650 SAYRS 2,Aug,6,2008
53487,BAIRD SPRINGS,Jun,5,2008
53488,BADGER MT,Jul,12,2008
53489,SWANSON LAKES,Aug,26,2008
53490,GENE HOWE,Mar,0,2008
53491,POLARIS,Dec,2,2008
53492,LEHARDY,Jul,72,2008
53493,JACK,Aug,14,2008
53494,HIDDEN,Sep,28,2008
53495,WHISKEYTOWN COMPLEX,Jun,105,2008
53496,DEEP LAKE,Jun,4,2008
53497,MUSTANG CORNER,May,21,2008
53498,THREE LAKES 08,Jul,104,2008
53499,EVANS ROAD FIRE,Jun,113,2008
53500,BYRON,Feb,1,2008
53501,COAL PLANT,Jun,11,2008
53503,JONES RANCH,Jan,2,2008
53504,SOUTH 1,Jun,98,2008
53505,262,Jul,6,2008
53555,PORCUPINE RANCH,Aug,37,2008
53558,JAL,Feb,1,2008
53559,STILES COMPLEX,Mar,2,2008
53560,PRATT SANDHILLS,Apr,0,2008
53561,ARIZONA,May,0,2008
53562,JACKSON,Jun,2,2008
53564,LAKE CITY,Mar,0,2008
53565,EIGHTY-TWO FIRE,Mar,7,2008
53566,PORTER,Mar,7,2008
53567,KINCAID,Jun,3,2008
53569,GOFF CREEK,Jun,3,2008
53570,WEST FORK,Jun,13,2008
53571,BUCKEYE 4,Apr,2,2008
53572,ORDWAY CROWLEY CO,Apr,2,2008
53573,483,Feb,1,2008
53574,ELDRIDGE,Jun,1,2008
53575,TA-25,Apr,85,2008
53578,ATOKA LAKE FIRE,Oct,10,2008
53579,ELLIOTT,Dec,0,2008
53595,TRI-COUNTY FIRE,Jan,2,2009
53599,JUNIPER SPRINGS #10,Mar,22,2009
53600,BRIDGE,Jun,83,2009
53601,HOG,Mar,8,2009
53602,SKELETON,May,10,2009
53603,WILLOW,May,0,2009
53604,FORKS,Jul,6,2009
53605,CANELO,May,3,2009
53606,MILL FLAT,Jul,66,2009
53609,RUBY,May,64,2009
53610,TENNANT,Jul,5,2009
53611,KOOTENAI CREEK,Jul,111,2009
53612,LOAF,Aug,11,2009
53613,MOORE,Jul,42,2009
53615,GOOSE,Aug,30,2009
53616,CHALK,Aug,30,2009
53617,BIG SHEEP RIDGE,Aug,59,2009
53618,MILLER,Jul,53,2009
53619,LA BREA,Aug,14,2009
53620,KNIGHT,Jul,26,2009
53621,TUMBLEBUG,Sep,19,2009
53622,GUNSIGHT,Sep,32,2009
53623,NARRAGUINNEP,Aug,52,2009
53624,SHEEP,Oct,21,2009
53626,TABLE MOUNTAIN,Sep,67,2009
53628,CROSS,Jul,62,2009
53629,WILDHORSE,Jul,62,2009
53630,MILL CREEK 4,Oct,42,2009
53631,BOZE,Sep,50,2009
53632,DISCOVERY,Jul,46,2009
53633,RAINBOW CREEK,Sep,41,2009
53634,STATION,Aug,27,2009
53635,LT-17 (BACKBONE),Jul,63,2009
53636,MEASON,Jun,113,2009
53637,DIAMOND,May,117,2009
53638,RENO,Sep,92,2009
53639,WILLIAMS CREEK,Jul,66,2009
53640,TAYLOR,Aug,57,2009
53642,MELENDREZ PASS,May,10,2009
53644,OAK GLEN,Aug,6,2009
53645,GAGARYAH 2,Jul,45,2009
53647,BRUSHY MOUNTAIN FIRE,Apr,6,2009
53648,JOE BOB,Mar,5,2009
53649,PEACH ORCHARD,Mar,7,2009
53650,PRETTY PENNY,Mar,7,2009
53651,BULL,Mar,1,2009
53652,AUGUSTINE,May,3,2009
53653,SAN JUAN,Jul,7,2009
53654,BEAR CANYON,Jul,57,2009
53655,OKLAHOMA 2,May,23,2009
53656,TONCLONUKNA CREEK,May,117,2009
53657,KANTISHNA RIVER,May,125,2009
53658,KATLITNA,May,116,2009
53659,OSKAWALIK,May,50,2009
53660,NOWITNA,Jun,102,2009
53661,NAGEETHLUK RIVER,Jun,22,2009
53662,ALLMAN LAKE,Jun,28,2009
53663,TOZITNA RIVER,Jun,40,2009
53664,FORAKER POND,Jun,100,2009
53665,ZITZIANA,Jun,100,2009
53666,BEAR CREEK,Jun,100,2009
53667,STEVENS CREEK 1,Jun,97,2009
53668,TAGAGAWIK,Jun,26,2009
53669,DAGITLI RIVER,Jun,96,2009
53670,LITTLE BLACK ONE,Jun,100,2009
53671,ROCK SLOUGH,Jun,90,2009
53672,CHEENEETNUK,Jul,46,2009
53673,SHEENJEK,Jul,88,2009
53674,CHAKINA,Jul,92,2009
53675,CRASH CREEK,Jul,81,2009
53676,TORMENT CREEK,Jul,39,2009
53677,EAGLE CREEK 2,Jul,81,2009
53678,SENATIS MOUNTAIN,Jul,73,2009
53679,SOUTH BONEY,Jul,79,2009
53680,BERING CREEK 2,Jul,78,2009
53681,LITTLE MUD,Jul,75,2009
53682,TITNA RIVER,Jul,76,2009
53683,BEAR PAW,Jul,75,2009
53684,WOOD RIVER 1,Jul,87,2009
53685,BIG CREEK,Jul,72,2009
53686,MUDDY LAKE,Jul,48,2009
53688,BULL CREEK,Jul,52,2009
53689,BLUFF CREEK,Jul,64,2009
53691,FT HAMLIN HILLS,Jul,57,2009
53692,KANUTI RIVER,Jul,54,2009
53693,REX CREEK,Aug,18,2009
53694,ELK HORN,Jun,10,2009
53695,GUIBERSON,Sep,6,2009
53696,SHU CASSEL,Aug,8,2009
53697,POWER STATION,Sep,1,2009
53698,MEISSNER,Jan,8,2009
53699,RED ROCK,Jul,9,2009
53700,HOYT,Aug,10,2009
53701,FOUR MILE,Apr,8,2009
53703,PASCO,Jun,15,2009
53704,EAST TANSWESTERN,May,2,2009
53705,MUDDY CREEK,Aug,14,2009
53706,BROKEN RIDGE,Aug,16,2009
53707,WHITEROCKS 1,Aug,2,2009
53708,RAT HOLE,Jul,86,2009
53710,ODEN ROAD,Aug,7,2009
53712,ASPEN,Jul,133,2009
53713,MELLEN,Aug,8,2009
53714,MAGIC CITY,Apr,3,2009
53716,ARNICA,Sep,22,2009
53717,GROUSE,May,74,2009
53718,BIG MEADOW SUPRESS,Aug,12,2009
53719,DEEP FIRE,Apr,19,2009
53721,348 SHANTA CREEK,Jun,24,2009
53724,TARGA,Mar,10,2009
53725,BLACK BUTTE,Aug,5,2009
53743,OLD 82,Feb,1,2009
53745,ROSEBROOK,Apr,0,2009
53746,LINCOLN COUNTY COMPLEX,Apr,1,2009
53747,CATO,Jun,5,2009
53748,PUTNAM,Mar,6,2009
53753,RATLIFF CITY/TATUMS,Apr,7,2009
53754,55,May,2,2009
53755,CHESTER,Jul,7,2009
53764,MINTO FLATS SOUTH,Jun,82,2009
53765,HARD LUCK CREEK,Aug,39,2009
53767,INDIAN TRAIL,Sep,11,2009
53768,IRISHMAN,May,5,2009
53769,CULBERTSON,Jun,0,2009
53770,PICACHO,Mar,5,2009
53771,238,Mar,2,2009
53772,FRESQUEZ 2,May,4,2009
53773,VISTA,May,1,2009
53774,LOWER WEST HOLLOW ,Feb,1,2009
53775,RHODES RANCH FIRE,Feb,10,2009
53776,79 FIRE,Apr,3,2009
53777,CEDAR MOUNTAIN FIRE,Apr,6,2009
53778,ELECTRA WEST,Apr,0,2009
53779,ROBERTS BRANCH - 56,Apr,6,2009
53780,TWO MILE HILL,Apr,1,2009
53781,BRECKENRIDGE (CONVENIENCE),Apr,5,2009
53783,BLACK (PITZER) FIRE,Apr,4,2009
53784,BEARD MTN.,Apr,1,2009
53785,SAUCITA CREEK RANCH - 106,Apr,2,2009
53786,DUNCAN WEST BRANCH - 113,Apr,9,2009
53788,ELEPHANT MTN COMPLEX,Apr,5,2009
53789,LAST CHANCE MESA,May,0,2009
53790,HOPPER FIRE,Aug,1,2009
53802,MOTHER'S DAY,May,12,2010
53803,SCHULTZ,Jun,23,2010
53804,TWITCHELL CANYON,Jul,93,2010
53805,BRUSHY,Jun,16,2010
53806,HORSESHOE,May,37,2010
53807,EAGLE ROCK,Jun,33,2010
53808,SOUTH FORK,Jun,74,2010
53809,PARADISE,Jun,60,2010
53810,35 MILE MARKER,Aug,1,2010
53812,ASPEN,Jun,31,2010
53813,BULL,Jul,36,2010
53814,0476  ROOSTER ROCK,Aug,13,2010
53815,098 WRANGLER,Oct,33,2010
53816,CANYON,Sep,12,2010
53817,SWAKANE,Jul,62,2010
53818,SCOTT MOUNTAIN,Aug,95,2010
53820,HAY,Oct,8,2010
53821,CIRCLE BAR,Sep,45,2010
53822,BOMBING RANGE NINE21,Oct,20,2010
53823,TURKEY,Nov,2,2010
53824,BULL,Jul,96,2010
53825,CRIPPLE CHINOOK,Oct,41,2010
53827,MERIDIAN,May,6,2010
53835,WHITE LIGHTNING,Aug,23,2010
53836,ROCKY,Jun,7,2010
53837,TOKLAT,May,19,2010
53838,MISSISSIPPI IMPACT,May,61,2010
53839,EAGLE TRAIL,May,24,2010
53840,APPLEGATE,May,146,2010
53841,CHITANATALA,May,146,2010
53842,MYSTERY,May,50,2010
53843,CASCADEN RIDGE,May,145,2010
53844,JEANNES LAKE,May,7,2010
53845,SLOKENJIKH,May,16,2010
53847,TWOMILE CREEK,May,42,2010
53848,BULL CREEK,May,25,2010
53849,HAWK RIVER,May,37,2010
53850,BIG MOUNTAIN,Jun,86,2010
53851,SIDIK LAKE,Jun,11,2010
53852,WILLOW CREEK,Jun,204,2010
53853,TAKHAKHDONA HILLS,Jun,120,2010
53854,DERBY CREEK,Jun,33,2010
53855,MONTANA CREEK,Jun,7,2010
53856,LOUIE CREEK,Jun,90,2010
53857,RABBIT CREEK 2,Jun,16,2010
53858,KILIOVILIK CREEK,Jun,21,2010
53859,YUKI RIVER,Jun,119,2010
53860,EVAINGIKNUK,Jul,25,2010
53861,ROK NORTH,Jul,24,2010
53862,ELI RIVER,Jul,8,2010
53863,KLIKHTENTOTZNA CREEK,Jul,46,2010
53864,BLOODY,Jul,19,2010
53865,CROWN,Jul,5,2010
53866,MCDONALD,Jul,15,2010
53867,FOURMILE CANYON,Sep,16,2010
53868,ALKALI,Aug,4,2010
53869,CROWBAR,Aug,2,2010
53870,BLACKSHEEP,Aug,2,2010
53871,RAINBOW ROAD,Jul,2,2010
53872,BEAR TRAP,Aug,2,2010
53873,MULE CREEK,Aug,2,2010
53874,EMERY,Aug,8,2010
53875,SOUTH TRAIL,Jul,2,2010
53876,BIG,Jul,2,2010
53877,HOT TEA,Aug,5,2010
53878,JEFFERSON,Jul,7,2010
53879,MIDDLE BUTTE,Aug,2,2010
53880,SAILOR CREEK,Jun,2,2010
53881,BLACK BUTTE,Jun,1,2010
53882,BIG DRAW,Aug,2,2010
53883,LONG BUTTE,Aug,12,2010
53884,POWER COUNTY 2,Aug,5,2010
53887,LAID LAW,Aug,2,2010
53888,ROCK CREEK,Jul,8,2010
53889,SEVEN TROUGHS,Jul,1,2010
53891,0385 BUCKHORN,Jul,6,2010
53892,614 LOWER DESCHUTES,Aug,8,2010
53894,COWICHE MILL,Jul,4,2010
53895,BAIRD SPRINGS,Sep,4,2010
53896,ORPHA,Oct,3,2010
53897,WINDMILL,Sep,9,2010
53898,COOLEY DRAW,Sep,4,2010
53899,KALUKTAVIK RIVER,Jul,20,2010
53900,LAKE TUTUSIROK,Jul,17,2010
53901,MAKPIK CREEK,Jul,10,2010
53902,NAVASHAK LAKE EAST,Jul,10,2010
53903,NANIELIK CREEK,Jul,22,2010
53904,SAFFRON,Jun,68,2010
53905,MEDANO,Jun,178,2010
53906,NEW,May,17,2010
53907,CUTOFF,Jun,12,2010
53908,ANTELOPE,Sep,40,2010
53909,TALLGRASS COMPLEX,Apr,1,2010
53910,SHEEP COMPLEX,Jul,101,2010
53911,RAINBOW BRIDGE,Jul,47,2010
53912,BIG SALT MARSH,Apr,4,2010
53913,CICADA,Aug,7,2010
53914,RAT PATCH,Aug,9,2010
53915,MARTIN RANCH,Mar,1,2010
53916,POKER JIM,Aug,6,2010
53917,337 - HOLODANA CREEK,Jun,48,2010
53918,537 - PEAVEY CREEK,Jul,110,2010
53919,LOST RIVER,May,141,2010
53920,336 - DEMPSEY CREEK,Jun,143,2010
53921,501 - PAT CREEK,Jun,122,2010
53922,595 - BIG DUCK LAKE,Jul,104,2010
53923,596 - TCHULKADE LAKE,Jul,104,2010
53924,635 - CANVASBACK LAKE,Jul,98,2010
53925,614 - THREE SLEEP,Jul,101,2010
53926,30613,Dec,0,2010
53927,3 FORKS  (5),Dec,4,2010
53928,ALISO,Jul,2,2010
53929,MILLER FIRE,Aug,1,2010
53930,EUREKA FIRE,Aug,2,2010
53931,HUBBARD FIRE,Aug,3,2010
53933,DEAD MAN,Jun,3,2010
53934,KING RANCH,Jan,2,2011
53935,20043,Jan,2,2011
53938,BRITE RANCH,May,6,2010
53940,BRITE RANCH RIM,Jun,1,2010
53941,ARMSTRONG/ FRANKS COMPLEX,Nov,0,2010
53942,FM 2508 FIRE,Jan,1,2011
53943,CR 204 COMPLEX FIRE,Jan,1,2011
53948,MINNINGHAW,Nov,5,2011
53949,PAGAMI CREEK,Aug,102,2011
53953,SADDLE ,Aug,62,2011
53954,SALT,Aug,60,2011
53955,LUTZ,Aug,93,2011
53959,HAMMER CREEK,Aug,60,2011
53960,BIG SALMON LAKE,Aug,52,2011
53961,WEST RIVERSIDE,Aug,24,2011
53964,0676  SHADOW LAKE ,Aug,38,2011
53965,CACTUS MOUNTAIN,Sep,20,2011
53967,LION,Jul,123,2011
53968,MOTOR,Aug,16,2011
53969,BARREL,Jul,5,2011
53970,COAL CANYON,Aug,6,2011
53971,CARSON FIRE,Sep,0,2011
53972,TUNNER,May,6,2011
53973,CALLIE MARIE,Jun,13,2011
53975,HOLE IN THE WALL,Aug,25,2011
53976,NORTON POINT,Jul,102,2011
53977,IMPASSABLE BAY,Jun,19,2011
53978,OCEAN BAY,Sep,7,2011
53979,WALLOW,May,44,2011
53984,PENA,Mar,21,2011
53985,BULL,Apr,23,2011
53986,MURPHY,May,52,2011
53987,HORSESHOE 2,May,48,2011
53988,DUKE,Mar,11,2011
53989,ARLENE,May,6,2011
53990,GARDEN,Jun,4,2011
53991,BEALE*,Jul,39,2011
53993,WHITE,Apr,5,2011
53994,QUEEN,May,2,2011
53995,LOOKOUT,Jul,12,2011
53996,ACREY,Jul,6,2011
53997,DINNER,Aug,5,2011
54001,TANNER,Aug,60,2011
54002,650,Aug,47,2011
54004,UP TOP,Aug,48,2011
54005,BRISTOW 48,Mar,3,2011
54006,SAND CREEK,Mar,3,2011
54007,SLICK HILL,Mar,3,2011
54009,HOG TRAP,Apr,6,2011
54010,SOUTH 160,Apr,6,2011
54011,GREYHORSE,Mar,8,2011
54012,KELLEY,Apr,7,2011
54014,OKREEK,Oct,4,2011
54015,EAGLE,Jul,9,2011
54018,STANLEY,Jun,35,2011
54019,MAGGIE,Oct,17,2011
54020,KITALITNA,May,25,2011
54021,HOCHANDOCHTLA MTN,May,40,2011
54022,EAST VOLKMAR,May,76,2011
54023,FISH RIVER,May,15,2011
54024,MCCORD CREEK,May,39,2011
54025,HASTINGS,May,36,2011
54026,LITTLE CREEK,May,124,2011
54027,CHITANANA,May,38,2011
54028,TATALINA RIVER,May,52,2011
54029,LLOYD,May,122,2011
54030,BONNIFIELD 1,Jul,114,2011
54031,HIDDEN,Jul,10,2011
54032,PLATEAU,Aug,8,2011
54033,CANYON,Sep,7,2011
54034,ANTELOPE,Jun,2,2011
54035,JOHN,Sep,3,2011
54036,COMMANCHE,Sep,6,2011
54037,SOUTHSIM,Aug,2,2011
54038,OTA 134,Jul,0,2011
54039,BIG HILL,Aug,4,2011
54040,BINGHAM POINT,Aug,2,2011
54041,UNION,Aug,1,2011
54042,BLAIR,Aug,6,2011
54043,WINDMILL,Aug,3,2011
54044,GRINDSTONE,Oct,2,2011
54045,HOT SPRINGS 2,Oct,2,2011
54046,DEAD HORSE CAVE,Aug,5,2011
54047,DOUBLE A,Aug,4,2011
54048,HWY 46 MM 103,Sep,1,2011
54051,DELTA,Feb,4,2011
54052,EAGLE DRAW,Mar,3,2011
54053,LAST CHANCE,Apr,24,2011
54054,RAGING BULL,May,2,2011
54055,MAYHILL,May,20,2011
54056,WELL,Jun,18,2011
54057,SERPENTINE,Jun,7,2011
54058,WIR1,Jun,0,2011
54059,TOMS CANYON,Aug,19,2011
54060,DOG CANYON,Feb,7,2011
54061,CENTENNIAL,Apr,2,2011
54062,ENTERPRISE,Feb,1,2011
54063,CROOKEDCREEK COMPLEX,May,11,2011
54064,LINCOLNCANYON COMPLX,Aug,6,2011
54065,BATON ROUGE COMPLEX,Aug,13,2011
54066,CROOKED COMPLEX,Aug,11,2011
54068,SUSIE,Aug,3,2011
54071,INDIAN CREEK,Sep,12,2011
54074,NIXON,Jul,2,2011
54075,NARROWS,Jul,4,2011
54076,LAST CHANCE,Aug,2,2011
54083,CATLOW,Oct,1,2011
54084,GARDEN,Sep,29,2011
54085,0314 DEADMAN CANYON,Aug,14,2011
54086,312,Aug,8,2011
54088,494,Aug,22,2011
