,fire_name,fire_cause
42373,ROCKYTOP,Accidental
42380,FY2012-ROCKDALE-002,Arson
42383,RYAN,Lightning
42384,FOX LAKE ASSIST,Other
42385,EARLY,Debris Burning
42393,BUCKHORN,Lightning
42403,OKAGA,Lightning
42406,KUDZU,Arson
42411,SADDLE MOUNTAIN,Lightning
42415,SHEEP MTN,Other
42416,6000,Debris Burning
42420,WHITE SAGE,Lightning
42428,FY2011-EFFINGHAM-108,Lightning
42433,RL018,Other
42434,BROWN DECK FIRE,Lightning
42440,CHILLY FISH,Utilities
42445,9.12015E+12,Debris Burning
42449,WILLIAMS CREEK,Lightning
42453,MANZORA,Other
42456,FY2011-MITCHELL-053,Debris Burning
42457,WIND FARM 2,Arson
42459,FUNDERBURG,Lightning
42460,FISHEATING CREEK (22),Arson
42462,3312015,Debris Burning
42468,WHITE PINE,Other
42471,FY2002-DECATUR-079,Debris Burning
42478,STATE NORTH,Arson
42481,TOQUERVILLE FALLS,Other
42485,GO,Arson
42486,MIDNIGHT,Arson
42488,FY2014-TATTNALL-002,Debris Burning
42491,A1305010,Arson
42495,UNNAMED FIRE 3067,Utilities
42498,WOODVILLE - 9153,Debris Burning
42500,SIMMONS MT.,Arson
42509,COTTONWOOD,Utilities
42513,FLAG. ESTATES S. (18),Utilities
42518,MUD SPRINGS,Lightning
42520,FY2013-TAYLOR-026,Debris Burning
42525,RANGE,Other
42526,LINDEN - 374,Other
42530,CLIFF ONE,Lightning
42539,S MTN 3,Utilities
42543,JUEL,Utilities
42547,BEECH CREEK,Lightning
42548,WEST DY,Lightning
42567,STORMY PT,Lightning
42570,CATTLE,Utilities
42573,SKINNER,Other
42576,BALLARD,Other
42579,QUANAH,Debris Burning
42581,RANGER,Debris Burning
42585,04-61-NOV/160TH ST FIRE-0464,Debris Burning
42588,SPRING HILL,Lightning
42589,6055,Accidental
42606,NORTH MOUNTAIN,Utilities
42608,ROCKWELL,Lightning
42621,RAIL,Other
42630,LATE CROPPER,Utilities
42638,COTTONWOOD,Lightning
42642,TABLE MOUNTAIN,Other
42658,BLUE BIRD,Other
42660,RINGLING BROTHERS,Other
42666,ABLU,Accidental
42671,FY2002-BULLOCH-141,Debris Burning
42677,PHRAGMITIES,Debris Burning
42679,GREENLAND GULCH,Lightning
42683,FY2012-DOUGLAS-004,Accidental
42685,CROOKED RD(64),Lightning
42697,LOLETA FIRE,Utilities
42698,FY2012-BEN HILL-001,Debris Burning
42707,FERNANDO,Lightning
42708,36/SONIC FIRE ,Arson
42714,HOMESTEAD,Lightning
42716,FY2015-HARRIS-013,Debris Burning
42721,30486,Debris Burning
42722,COTTONWOOD FIRE,Other
42728,LAMB SPRINGS,Lightning
42740,CODY,Lightning
42746,8 POINT,Arson
42747,ROTEN WOODWORKS,Other
42749,BEAR CREEK,Arson
42752,RAMSEY FORD ROAD,Debris Burning
42753,10090,Arson
42754,EL GUIQUE2,Other
42755,WILLOW,Other
42757,BASIN 1,Utilities
42759,ARCHER,Other
42761,WELL,Arson
42763,CHICHARRA,Debris Burning
42765,FY2013-CANDLER-007,Debris Burning
42769,YELLOW,Other
42779,RT 1496,Debris Burning
42780,JOHNSON VLLY RES,Lightning
42782,03-04-NW 62ND STREET FIRE -0708,Arson
42784,CLOSE ONE,Utilities
42787,PRISONER LAKE,Lightning
42791,LITTLE BIG,Lightning
42792,FY2013-DODGE-036,Debris Burning
42794,SQUAW PEAK,Arson
42797,NO FENCE,Arson
42799,UPRR MP656,Utilities
42801,CONCENTRIC,Debris Burning
42803,FIRST RESPONSE,Other
42806,FY2001-CHARLTON-015,Lightning
42811,WINDMILL,Other
42812,WASH,Other
42815,FY2015-CHATTAHOOCHEE-005,Debris Burning
42818,MEMALOOSE,Arson
42824,CHIMNEY,Lightning
42828,8-MILE,Accidental
42829,ROLLOVER,Debris Burning
42835,GLEANINGS RD. FIRE,Utilities
42839,FY2015-CHARLTON-033,Arson
42850,FY2011-BROOKS-045,Debris Burning
42859,CONTINENTAL DIVIDE,Other
42860,ICE CREAM,Other
42861,TRAMPAS,Lightning
42865,STUBBLE,Debris Burning
42875,GRAVINS,Other
42883,FY2002-MILLER-066,Arson
42888,RED,Debris Burning
42889,8046,Debris Burning
42891,161 ST (04),Utilities
42896,LINDEN - 399,Debris Burning
42898,COUGAR CREEK,Lightning
42905,ATTA 1211,Utilities
42907,FY2015-PICKENS-002,Debris Burning
42909,LIVINGSTON - 99,Debris Burning
42910,20033,Arson
42915,RL253,Arson
42916,A17-2,Other
42924,MARSHALL,Lightning
42941,HAWK ISLAND FIRE,Other
42943,OTA 25,Utilities
42944,SNAKE,Lightning
42951,MOUNT POWELL,Utilities
42956,HAAKER,Utilities
42958,34 - THE OAKLAND ROAD FIRE - 0184,Debris Burning
42962,HOFFMAN FIRE,Other
42977,ATVFIRE,Utilities
42983,TOWER HILL,Other
42989,SMITH CREEK,Lightning
42995,RICH,Other
42996,4372,Other
43001,YOUNG'S CEMETERY RD.,Debris Burning
43003,CAL PAC 8,Arson
43005,SUGARBOWL,Arson
43006,CORRAL,Other
43007,LOST CANNON II,Accidental
43023,2282,Debris Burning
43026,6209,Utilities
43030,CHIHUAHUA 3,Lightning
43034,FAIRVIEW,Debris Burning
43050,LITTLE SHANLEY,Lightning
43053,FY2000-EARLY-088,Utilities
43057,GRINCH,Arson
43061,PICKLE SW,Other
43070,FY2013-BACON-024,Arson
43075,HARES,Accidental
43076,MOSS,Lightning
43078,DAN,Accidental
43083,WINGATE ROAD,Debris Burning
43086,PINE 17,Arson
43101,VOGT,Arson
43102,5421 MASSEY ROAD,Debris Burning
43106,6.52014E+12,Debris Burning
43107,OLD PETE QUINN ROAD FIRE,Debris Burning
43114,FY2012-EARLY-040,Arson
43117,MALICIOUS,Lightning
43124,ROSEBAY 3   (64),Lightning
43126,WILDCAT,Lightning
43133,NORTH,Utilities
43135,QUITO,Other
43138,15 - THE DOG PEN FIRE - 0138,Lightning
43144,20153,Arson
43145,SEA CLIFF(42),Debris Burning
43147,FY2001-MCDUFFIE-030,Debris Burning
43153,7.52014E+12,Other
43165,KRAMER,Other
43170,FOX CREEK,Lightning
43173,644,Other
43185,PID,Other
43189,FY2011-WEBSTER-016,Debris Burning
43191,FY2011-WASHINGTON-055,Debris Burning
43194,SLOAN,Accidental
43199,JARRELLS BRANCH,Accidental
43202,RL 494,Other
43216,"CO RD 65, AL",Other
43219,10103,Arson
43220,CANE,Lightning
43240,CHUSKA PEAK,Lightning
43254,MCCUTCHEON GAP,Arson
43257,PAINTED HORSE,Lightning
43270,LAVA,Lightning
43273,LLANO13.4,Utilities
43277,DUNES,Lightning
43286,BUCKSKIN,Lightning
43291,NORTH RIVER ROAD,Other
43292,CANAL,Other
43295,PLUNKETTRD,Debris Burning
43298,POPLAR LANE,Utilities
43302,FERRY ROAD,Accidental
43310,RESERVE,Debris Burning
43313,DOUGLAS RUN ROAD,Arson
43318,BAHA SPRINGS,Lightning
43322,15024,Other
43323,FY2000-WAYNE-081,Debris Burning
43326,BUCKS,Utilities
43327,BEAR CREEK,Lightning
43330,SPRING HOLLOW,Debris Burning
43331,JOE HENRY,Debris Burning
43332,JUMP OFF,Lightning
43334,DEVILS COR,Arson
43348,PROCTOR,Arson
43356,SPECKS RUN RD.,Accidental
43357,HFI,Arson
43361,NUBBIN RIDGE RD 2665,Arson
43367,RAILROAD FIRE,Arson
43372,VINEYARD FIRE,Debris Burning
43381,10007,Arson
43387,CABIN CREEK,Lightning
43389,RANGE 36 WILDFIRE,Other
43392,JACKSON 3,Arson
43399,SPEARS,Debris Burning
43400,RAMIREZ,Other
43404,PENNY TRACT,Arson
43409,BLUE MOUNTAIN ROAD,Other
43415,FINK,Utilities
43418,FY2002-CALHOUN-003,Debris Burning
43425,ANGLIN MEADOWS,Utilities
43428,"CR 141/HWY 231, AL",Accidental
43431,911 EAST BRANCH,Debris Burning
43432,1500061,Other
43447,CARTER,Lightning
43452,57-GREEN RD FIRE,Debris Burning
43456,GROUNDHOG,Arson
43461,389,Other
43462,SQUIRREL LAKE,Lightning
43465,129,Arson
43466,PIZZA,Other
43467,FY2013-RICHMOND-026,Accidental
43469,PROG. RAIL S. FIRE,Utilities
43470,DIXIE,Lightning
43473,T.LYNN 1,Debris Burning
43476,BENTON  RD.,Accidental
43487,MORGAN FIRE,Utilities
43490,36/THE SHOT GUN FIRE,Arson
43495,GOTTS 3,Other
43498,GRAHAM,Lightning
43500,DEWOLF,Accidental
43501,POINT,Utilities
43502,FY2011-LAURENS-279,Accidental
43504,FY2011-SUMTER-040,Debris Burning
43505,6.12015E+12,Debris Burning
43513,27TH (24-04),Debris Burning
43515,NAKED TOP,Debris Burning
43516,AIRPORT,Other
43517,HEZIKIAH RD. FIRE,Arson
43523,CACTUS MOUNTAIN,Other
43524,PAYNE   2 20 11,Debris Burning
43526,2.52014E+12,Accidental
43533,HIGHWAY 83,Other
43539,MINE,Lightning
43553,HOOKER GULCH,Lightning
43557,HOW II,Accidental
43562,EAST PECINA,Other
43563,SUGARLOAF,Lightning
43567,BOETTCHER PILE,Debris Burning
43568,BOYLE,Debris Burning
43571,5.2015E+11,Other
43582,ARD C-73,Arson
43585,RED BIRD,Debris Burning
43587,OTHA2,Arson
43588,DAVEY,Arson
43590,653RD STREET (15),Other
43591,SULFUR DRW,Lightning
43592,"JACK SPRINGS RD., AL",Other
43596,GOAT,Lightning
43597,RANGER BATTLE,Arson
43604,PHARR SETTLING BASIN,Other
43607,LIVINGSTON - 410,Debris Burning
43610,STALLINGS ROAD FIRE,Arson
43611,ELKINS,Other
43615,BANJO FLAT,Debris Burning
43629,IRR GRAVEL,Other
43638,FY2015-CLINCH-031,Lightning
43640,BLUFF CREEK (SCHATTE) FIRE,Other
43645,HAY BALE,Debris Burning
43648,TIGER,Lightning
43656,EVAINGIKNUK,Lightning
43659,NEWTOWN,Other
43660,CITY LIGHTS,Arson
43665,FY2014-BURKE-038,Arson
43672,NEWBIE,Other
43676,EASTON FIRE,Utilities
43680,#3017,Lightning
43685,DOVE (11),Lightning
43690,INDIAN CREEK,Debris Burning
43693,DEER CREEK,Lightning
43695,HUDSONVILLE,Utilities
43696,SE715,Arson
43698,TYLER CK.,Utilities
43709,JUNKYARD,Other
43721,CHARLIE,Lightning
43725,ROTH,Other
43727,PANTHER BUTTE,Lightning
43734,CHERRY,Accidental
43739,SPRING GULCH,Lightning
43755,COCONUT PALM NURSERY ( 13 ),Arson
43757,5.72014E+12,Accidental
43760,FY2012-OGLETHORPE-017,Debris Burning
43763,SCALES RANCH RD FIRE,Lightning
43770,FY2002-SEMINOLE-075,Arson
43772,BILBREY,Debris Burning
43781,8 MILE,Accidental
43785,HOUSE,Arson
43787,SOUTH CROW,Other
43795,WHITE OAK RIVER ROAD,Debris Burning
43799,HILL,Utilities
43800,RED RABBIT,Lightning
43806,IRON ORE,Arson
43816,AMMO,Other
43821,SAN PO FIRE,Utilities
43822,FY2011-EFFINGHAM-056,Other
43828,CLARK,Other
43832,ELAM RD (51),Debris Burning
43836,HORNBUCKLE,Debris Burning
43838,TIRE TRACKS,Arson
43842,KELLY GRADE 2 (62),Debris Burning
43856,FY2001-BRANTLEY-073,Debris Burning
43860,FY2014-MONTGOMERY-008,Debris Burning
43873,OWENS FIRE,Other
43877,RED CANYON,Lightning
43883,LA SAGUNADA N,Debris Burning
43891,ACCESS,Lightning
43899,UNKNOWN PONY,Utilities
43903,10164,Arson
43911,LIVINGSTON - 643,Lightning
43912,BRUSHY MOUNTAIN FIRE,Other
43913,FY2003-BARTOW-017,Debris Burning
43915,BAD DAY,Debris Burning
43926,SILVER CREEK RESERVOIR,Other
43928,FY2012-TOOMBS-006,Debris Burning
43931,LARKIN,Other
43932,FY2003-PEACH-004,Lightning
43938,ESWANK,Utilities
43940,TOPE 1,Lightning
43946,CEDAR,Other
43947,REST HOME FIRE,Debris Burning
43956,FY2011-BERRIEN-056,Debris Burning
43971,HACKER'S CREEK,Debris Burning
43975,MOONSHINE LN,Other
43984,HIGHWAY511,Lightning
43993,PORCUPINE,Lightning
43994,WHITECLIFF,Lightning
43998,TOASTED SQUIRREL,Utilities
44000,SPRING CREEK,Lightning
44004,GERITOL,Debris Burning
44007,CORN COB FIRE,Other
44014,FY2000-WALKER-086,Debris Burning
44019,FY2013-RICHMOND-009,Debris Burning
44030,(2)WHITE FLATS RD,Debris Burning
44031,LITTLE SALMON CREEK,Lightning
44034,TRAIL,Lightning
44039,4.92014E+12,Other
44043,GANTRELL,Utilities
44050,TAYLOR,Debris Burning
44056,FY2014-THOMAS-005,Debris Burning
44066,GATE 7,Accidental
44069,BACK BURN,Other
44072,STONEWALL,Other
44074,929,Debris Burning
44075,NO SIGNAL,Arson
44077,INDIAN HILLS,Accidental
44086,432225,Lightning
44108,ARBUTUS,Other
44112,MADDEN RD (46),Other
44119,FY2001-LUMPKIN-063,Other
44126,PANTHER,Arson
44128,POOR VALLEY / PRICE ROAD (3),Arson
44129,BUYOUT,Other
44131,WHITE LAKE,Utilities
44135,QUARTERSPR,Lightning
44144,FY2002-LIBERTY-097,Debris Burning
44148,UNNAMED FIRE 1964,Utilities
44150,FY2002-FLOYD-024,Debris Burning
44158,STEPHENS,Utilities
44165,FW DEPOT - 1,Lightning
44166,DEVIL,Arson
44168,SHAW DRAW,Lightning
44183,INDIAN,Arson
44187,MAMMOTH,Lightning
44190,MM 158,Utilities
44191,HORSE SHOE,Accidental
44194,HARTZFELD,Debris Burning
44198,IRISH,Lightning
44201,RAVEN,Accidental
44202,DEMPSEY RANCH (67),Lightning
44206,FY2015-GRADY-009,Accidental
44208,MAYBERRY MORE,Arson
44209,TUNUPA,Lightning
44211,HOLLOW,Utilities
44212,LANE GULCH,Lightning
44215,FY2011-BARTOW-059,Debris Burning
44219,LIVINGSTON - 148,Lightning
44221,TAL N 25,Lightning
44222,BROWN,Lightning
44235,MSG. IN A BOTL(38),Lightning
44237,RED ROCK,Lightning
44249,413,Other
44254,HOOKER FLAT,Other
44269,WELLFIELD (36),Lightning
44276,CHAPEL,Lightning
44279,RIND,Debris Burning
44282,L 31 NORTH  CANAL    ( 13 ),Arson
44285,SHIRLEY,Lightning
44286,RANCH,Lightning
44287,BABI # 2,Debris Burning
44292,CASEY,Accidental
44293,FY2013-STEWART-023,Debris Burning
44300,FY2011-BARTOW-060,Arson
44304,FY2002-CATOOSA-027,Accidental
44319,AFTERNOON,Other
44323,PERANK,Debris Burning
44338,BIG PINE,Other
44339,ALTMAN   (22),Utilities
44343,CANNON,Lightning
44345,LITTLE,Lightning
44353,9290-RD,Accidental
44361,PORTAL,Lightning
44372,GRILL,Utilities
44377,CHERYL LANE (35),Lightning
44393,FY2001-POLK-006,Arson
44398,WILDCAT,Lightning
44401,FY2011-BRANTLEY-134,Lightning
44407,SUNDANCE,Other
44425,FY2011-OCONEE-006,Debris Burning
44428,BIG GOAT,Lightning
44429,TRAIN #1,Utilities
44430,WEST ALAMO FIRE,Other
44431,ALFRED,Utilities
44439,FY2012-WARE-022,Debris Burning
44446,TRAIL CREEK,Lightning
44452,HOGAN,Accidental
44460,LYNDALE 2,Accidental
44469,PENNSCOTT,Other
44478,RT 650,Debris Burning
44484,TYRONE-AVERY RD.,Accidental
44496,20187,Debris Burning
44497,ROUND BALER,Utilities
44500,CHUWEAH CREEK,Lightning
44504,CASTRO,Accidental
44517,BIG BOY,Accidental
44518,FY2015-JOHNSON-015,Debris Burning
44526,JILL KRISTEN LN,Accidental
44527,RINCON 4,Accidental
44531,LITTLE RUN,Utilities
44539,FY2000-BAKER-053,Debris Burning
44542,CANELO,Utilities
44543,OXBOW FIRE,Lightning
44545,REINBOLDS,Debris Burning
44548,BOX CANYON,Lightning
44549,OWHI FLATS,Lightning
44551,44,Utilities
44557,PRAIRE ELK,Debris Burning
44565,FY2002-TWIGGS-118,Other
44570,WATER TANK FIRE,Debris Burning
44577,VERSION,Arson
44584,FLAMINGDER,Accidental
44589,FY2012-IRWIN-022,Debris Burning
44590,IVY,Utilities
44591,SUBLET 1,Other
44594,2 TRACK,Lightning
44598,10023,Arson
44600,KITTANNING PIKE FIRE,Debris Burning
44607,FY2002-WALKER-017,Arson
44609,PARA,Debris Burning
44613,BUBBA #2,Arson
44618,SYCAMORE#9,Accidental
44621,9.32014E+12,Accidental
44622,OLD TIMER,Debris Burning
44629,EAGLE,Other
44630,FY2002-LINCOLN-011,Other
44632,RED LAKE 253,Arson
44636,WW1002,Arson
44637,EUREKA PALM,Arson
44638,EAST ROCK,Lightning
44665,NORTH PEAK,Lightning
44668,FY2013-CARROLL-027,Debris Burning
44672,HUFFINES FIRE,Utilities
44678,COW PILE GULCH,Debris Burning
44679,EASTPEARL2,Lightning
44680,NEV5574958,Debris Burning
44682,WILDCAT,Lightning
44683,WILLIAMS#4,Lightning
44690,ROSEWOOD FIRE,Other
44698,LIVINGSTON - 226,Debris Burning
44699,KINNEY RIM,Lightning
44701,CHOKCHERRY,Debris Burning
44711,CLARENCE,Other
44718,MANY BUCK,Lightning
44724,MONUMENT,Lightning
44725,BOX,Debris Burning
44726,TUTTLE,Arson
44733,WHITE TRUCK,Utilities
44745,GAME RANCH,Lightning
44748,PIGSKIN,Other
44753,TRAM 2,Arson
44756,OKREEK,Other
44759,JACK GANDY,Other
44765,POISON,Accidental
44768,RT 52/RODERFIELD,Arson
44770,5.92014E+12,Debris Burning
44772,SWINTRCAMP,Lightning
44777,IRONHORSE COMMAND,Other
44778,CHERRY FIRE,Lightning
44779,OTHA HOLLAND OUT,Arson
44782,NORTHGATE FIRE,Arson
44792,KING FIRE,Other
44804,ANDY,Other
44806,GILA,Arson
44809,GLADWIN 06                                        ,Other
44810,BUSKIRK HOLLOW,Debris Burning
44812,LINDEN - 90,Other
44814,CURRY,Other
44823,"3191 S COUNTY TRAIL, WEST KINGSTON, RI 02892",Debris Burning
44824,HWY 285 EAST,Arson
44829,AGERT TRACK 2,Utilities
44830,LONG,Other
44837,RED HORSE,Arson
44838,03/RING ROAD-0701,Other
44850,HENDERSON - 424,Lightning
44852,SDA FIRE,Debris Burning
44853,06-12-NOV/RAMON COURT FIRE -1506,Debris Burning
44856,BEDELL FLATS,Lightning
44859,SPARROW(27),Arson
44861,BLOODRUN2,Lightning
44865,MANEY BRANCH FIRE,Arson
44867,KYLEE,Arson
44872,FY2013-MACON-022,Debris Burning
44876,FY2000-WALKER-096,Debris Burning
44880,CATAMARAN (35),Lightning
44881,FRANKLIN BASIN,Lightning
44883,COZY CORNERS,Other
44907,FY2011-JOHNSON-085,Debris Burning
44910,FY2011-TAYLOR-046,Debris Burning
44927,CABIN,Debris Burning
44929,WYLIE,Debris Burning
44938,EAST HILL,Accidental
44941,"409 CO RD 334, AL",Debris Burning
44948,ST. CROIX,Other
44952,NF SPRINGS,Lightning
44953,2.32014E+12,Debris Burning
44959,RATTLESNAKE,Lightning
44966,SUNNY SIDE,Lightning
44993,WEST ROCK,Lightning
44994,PINTO,Lightning
45003,PALOUSE RIVER FIRE,Other
45006,CEMETARY,Utilities
45011,NORTH SPRINGS BR.,Arson
45016,ASHTON WOODS FIRE,Arson
45021,FY2011-POLK-059,Other
45024,CRAZY CURVE,Arson
45028,12-0848,Accidental
45041,OLD SCHOOL,Other
45045,WOODCUTTER,Arson
45053,ARD C-55,Debris Burning
45054,CEDAR CLIFF,Accidental
45060,BRASSIERE STAND,Arson
45069,WRCANYON#2,Debris Burning
45076,FY2011-HABERSHAM-014,Debris Burning
45079,MCGEE,Arson
45081,CRADLEBOAR,Accidental
45086,FY2003-GILMER-007,Arson
45087,PULLEY,Debris Burning
45100,LONG CNYN,Lightning
45101,STOLLINGS BRANCH AT OTTAWA,Arson
45102,FENCE,Arson
45105,69,Debris Burning
45107,HIWAY,Other
45109,36/THE RACE CAR FIRE,Other
45110,70,Debris Burning
45114,SANDY MUSH,Utilities
45116,JESSON WF,Utilities
45117,DUCK,Arson
45119,STUART #5,Lightning
45133,FY2011-CALHOUN-027,Debris Burning
45160,SPEAKTHUNDER,Other
45165,STEVENS CREEK,Accidental
45178,CLINIC,Other
45184,BROCK STREET,Arson
45185,C.B.Q. JCT,Arson
45196,MT. GEORGE,Lightning
45197,SHORT CREEK FIRE,Debris Burning
45209,LONG HOLLOW,Arson
45212,LINDEN - 102,Debris Burning
45218,OLD 129,Other
45221,LIVINGSTON - 66,Utilities
45224,BULL,Other
45232,POST OFFICE,Lightning
45240,DOOLEY RD,Debris Burning
45254,CASTLE ROCK,Other
45256,83,Arson
45261,FOXTOWN FIRE,Debris Burning
45269,STUMPY,Utilities
45270,RANGE,Debris Burning
45272,HAILEY CREEK,Lightning
45278,FY2013-WILKES-013,Debris Burning
45279,05-10-ELEMENTARY-2011-07-0188,Debris Burning
45284,SALTMARSH ROAD,Debris Burning
45295,PADDY'S CREEK,Debris Burning
45297,BOOTH,Lightning
45299,CHEROKEE,Lightning
45303,POWERLINE,Utilities
45309,10639,Debris Burning
45315,FY2001-HARALSON-014,Debris Burning
45320,FY2001-EARLY-060,Debris Burning
45330,SKUNK CREEK,Lightning
45334,FY2002-MURRAY-004,Debris Burning
45351,BARIUM EXIT WHEAT FIELD,Utilities
45362,CHALK MTN,Lightning
45372,FY2015-WAYNE-017,Arson
45380,LORD HILL,Debris Burning
45381,BLACK GAP,Other
45385,DOG BRANCH,Arson
45387,MOON,Accidental
45388,POINT,Lightning
45391,TURKEY RIDGE,Lightning
45392,BUCKEYE FIRE,Other
45394,ARLINGTON,Debris Burning
45408,MCREYNOLDS,Other
45412,VERDUN CREEK,Lightning
45430,RED ROCK,Lightning
45431,WINTON,Accidental
45441,SULPHER 9,Arson
45461,6 YUROK,Utilities
45471,4CORNAC,Accidental
45474,FY2013-BROOKS-022,Debris Burning
45476,201 FIRE,Lightning
45479,SOUTHWEST WATER TOWER,Other
45490,HERBIE,Accidental
45491,PINE SPRING 1,Lightning
45493,GOSEBERRY,Lightning
45497,SOUTH JULIAETTA,Other
45504,BACON CREEK,Lightning
45507,C-55,Other
45512,INC 084,Other
45513,2,Debris Burning
45515,FIVE FINGERS,Utilities
45518,8.52015E+12,Debris Burning
45522,5.2014E+11,Accidental
45528,RABBIT,Lightning
45529,MALCOLM LANE,Debris Burning
45550,PLUM POINT,Debris Burning
45551,WESTERN,Other
45555,OK STATE LINE,Accidental
45556,LIVINGSTON - 8066,Other
45557,FY2012-APPLING-127,Lightning
45559,BELL MOUNTAIN,Arson
45560,HAMMOCK,Debris Burning
45561,CORN CRIB FIRE,Other
45564,OIL ROAD,Lightning
45575,DOG,Lightning
45576,416 IRISH CHANNEL WFU,Lightning
45577,DEKKAS,Other
45578,BACK PORCH,Arson
45580,SPIKE,Lightning
45582,LATE NIGHT FIRE,Other
45586,RANCH,Other
45593,HWY 6 FIRE,Utilities
45598,SEWERVILLE,Other
45601,BUFFALO,Accidental
45602,SALEM FORK,Utilities
45606,LUCKY,Other
45611,RL 047,Accidental
45629,WESLEY,Accidental
45631,GEYSERS,Utilities
45632,SOUTH ROAD (27),Debris Burning
45635,OUTLAW,Arson
45636,10329,Lightning
45639,HIGDON COVE,Debris Burning
45640,OTA 126,Utilities
45650,BANANA GROVE (13),Utilities
45652,STRAWBERRY,Lightning
45659,DAGITLI RIVER,Lightning
45665,TOUGH CUT,Other
45666,ORCHARD#3,Arson
45669,UNNAMED FIRE 1999,Other
45680,EXIT 356,Lightning
45682,96,Accidental
45691,HOG SPRING,Other
45703,LITTLE MALLARD,Lightning
45704,TOWN KNOB,Arson
45710,BUTTERCUP,Debris Burning
45715,25 HILL,Arson
45717,NAH,Debris Burning
45720,DRYCREEK,Accidental
45721,JO JO RD.,Lightning
45722,413327,Lightning
45731,4900,Debris Burning
45740,402 OAK FIRE,Utilities
45749,LINDEN - 48,Debris Burning
45752,HELLS CANYON,Accidental
45763,SCHAEFFER,Debris Burning
45766,BIC LITE,Other
45769,PILAR,Arson
45771,TOM GARRISON RD,Debris Burning
45772,SPOTTED,Other
45774,SAGO,Debris Burning
45788,WOODLAND SHORES,Arson
45789,CHRISTIAN,Accidental
45790,COOMER HOL,Other
45792,FY2013-SPALDING-005,Debris Burning
45799,WIGGINS RACEWAY,Arson
45801,LAKE CREEK,Lightning
45804,FY2001-GWINNETT-010,Accidental
45806,GOOSE BALE,Arson
45812,FEEDLOT,Lightning
45815,STEAM FLAT,Lightning
45816,CIMARRON COMPLEX,Lightning
45819,(20) FANTANA TRL FIRE,Debris Burning
45820,10562,Arson
45830,ROCKFORD LOST CREEK,Debris Burning
45834,RT FK BUFFALO CREEK,Debris Burning
45835,DOUBLE,Utilities
45841,SLEEPY,Other
45842,FLAT GAP,Accidental
45843,RETRO HUGHES II,Arson
45845,E.OLBERG,Other
45849,WEST FORK CREEK,Lightning
45851,POWER,Accidental
45856,STEWART LAKE,Debris Burning
45857,BUYOUT,Debris Burning
45859,NEWTON,Utilities
45860,HOUCK 1,Utilities
45867,SNAKECREEK,Other
45869,PUMKIN RIVER,Arson
45871,FY2011-TAYLOR-044,Debris Burning
45878,CENTERVILLE,Arson
45881,BEER,Debris Burning
45885,FY2014-DODGE-027,Debris Burning
45886,SPOKANE CK.,Other
45889,WHYTES COMET,Debris Burning
45891,SCOTTY,Arson
45898,CHEVRON,Utilities
45913,MM 99 I-90,Utilities
45916,DIVIDE,Lightning
45924,EAST FORK,Accidental
45929,FY2014-PULASKI-025,Debris Burning
45937,COYOTE,Lightning
45939,COUNTY LINE,Debris Burning
45941,SHALE BUTTE,Lightning
45942,HWY 191,Other
45945,FY2012-MARION-011,Arson
45948,VERNON,Other
45950,FIVE,Debris Burning
45961,POLLACK,Debris Burning
45965,BEAR,Other
45981,SUICIDE #1,Lightning
45986,AHKEAHBO,Other
45995,1116,Other
46001,BAKER,Lightning
46005,HWY 125MM 24,Lightning
46013,I-10,Other
46024,VALLEY CHAPEL,Lightning
46029,FY2014-SPALDING-005,Debris Burning
46039,SQUAW CREEK,Accidental
46043,PASS,Lightning
46054,SIX SHOOTER,Other
46056,HOUSE MTN,Accidental
46057,FY2001-DADE-045,Debris Burning
46061,CISCO GAS WELL,Other
46062,GRANT,Debris Burning
46063,EMPRESS,Lightning
46064,BOILER,Lightning
46065,ROSS FORK,Other
46069,C 111 ( 13 ),Arson
46071,IR15-527,Debris Burning
46076,#545,Lightning
46080,221,Arson
46089,FY2015-LAURENS-017,Debris Burning
46093,FY2001-MILLER-004,Lightning
46096,BAKER,Accidental
46104,GRAND PRIX,Arson
46105,FARRINGTON,Accidental
46120,MIDNIGHT,Lightning
46128,IRA,Debris Burning
46133,CARL'S CORNER FIRE,Lightning
46134,#9064,Lightning
46139,BASKET,Accidental
46142,PARK,Arson
46149,LARRY,Lightning
46157,FY2011-HEARD-005,Debris Burning
46164,JOE B,Lightning
46169,LUTE'S CRP,Other
46170,LOWE,Debris Burning
46171,SOUTH PENNOCK,Lightning
46172,LOWER SLOUGH,Lightning
46173,JACOBS FORK,Arson
46183,HEAD OF GORE FORK,Debris Burning
46184,PINEYWOOD,Debris Burning
46185,JUNCTION,Arson
